inventory_id,item_id,warehouse_id,stock_level,reorder_point,reorder_frequency_days,lead_time_days,last_restock_date,stockout_count_last_month,turnover_ratio
795,ITM10794,WH_L42,100,44,5,3,2024-11-24,3,5.86
796,ITM10795,WH_L28,402,10,5,9,2024-12-12,3,9.86
797,ITM10796,WH_L59,107,61,9,5,2024-03-14,1,12.93
798,ITM10797,WH_L42,213,94,11,8,2024-02-05,8,5.01
799,ITM10798,WH_L44,123,79,8,8,2024-09-28,3,2.1
800,ITM10799,WH_L98,290,46,4,8,2024-10-15,3,3.86
801,ITM10800,WH_L49,115,74,3,2,2024-01-05,3,7.15
802,ITM10801,WH_L36,442,60,4,2,2024-11-08,4,8.21
803,ITM10802,WH_L97,398,10,3,6,2024-11-28,9,14.19
804,ITM10803,WH_L54,217,30,12,8,2024-03-25,7,1.23
805,ITM10804,WH_L33,20,62,12,7,2024-08-13,3,11.61
806,ITM10805,WH_L11,426,25,11,9,2024-06-28,2,2.02
807,ITM10806,WH_L61,397,70,12,6,2024-04-19,0,2.09
808,ITM10807,WH_L3,186,63,14,3,2024-11-17,1,10.16
809,ITM10808,WH_L96,145,49,10,4,2024-03-18,3,13.73
810,ITM10809,WH_L70,332,35,9,2,2024-07-29,8,5.03
811,ITM10810,WH_L7,100,89,5,8,2024-11-11,0,4.77
812,ITM10811,WH_L45,437,74,10,3,2024-12-17,5,9.65
813,ITM10812,WH_L29,270,83,4,6,2024-08-14,5,11.87
814,ITM10813,WH_L84,188,73,4,6,2024-04-21,9,13.17
815,ITM10814,WH_L9,496,52,13,2,2024-02-14,2,4.5
816,ITM10815,WH_L100,92,26,12,6,2024-02-21,9,11.36
817,ITM10816,WH_L84,160,68,5,7,2024-03-12,8,5.3
818,ITM10817,WH_L6,89,32,9,6,2024-03-04,9,8.63
819,ITM10818,WH_L97,281,16,3,5,2024-10-28,2,3.67
820,ITM10819,WH_L4,359,53,10,9,2024-07-15,0,3.04
821,ITM10820,WH_L32,327,62,14,4,2024-06-28,1,14.09
822,ITM10821,WH_L26,264,80,9,6,2024-08-07,3,8.66
823,ITM10822,WH_L3,22,88,6,9,2024-06-10,3,1.06
824,ITM10823,WH_L80,356,43,7,9,2024-03-12,1,12.11
825,ITM10824,WH_L20,82,55,12,5,2024-05-06,9,10.67
826,ITM10825,WH_L31,68,77,3,3,2024-05-21,5,5.56
827,ITM10826,WH_L17,95,87,6,6,2024-11-26,5,7.5
828,ITM10827,WH_L61,387,87,3,7,2024-02-13,2,7.3
829,ITM10828,WH_L86,194,25,3,3,2024-05-07,0,4.85
830,ITM10829,WH_L15,128,80,12,9,2024-10-10,9,14.73
831,ITM10830,WH_L73,202,28,3,9,2024-11-03,8,8.61
832,ITM10831,WH_L28,211,11,9,8,2024-11-03,3,13.56
833,ITM10832,WH_L60,84,19,9,6,2024-11-07,8,9.19
834,ITM10833,WH_L90,356,59,6,2,2024-05-25,4,10.66
835,ITM10834,WH_L33,470,90,14,5,2024-12-19,6,1.41
836,ITM10835,WH_L99,493,21,4,5,2024-01-14,2,8.17
837,ITM10836,WH_L48,290,79,14,2,2024-12-03,2,11.1
838,ITM10837,WH_L22,119,31,5,4,2024-06-03,7,2.71
839,ITM10838,WH_L78,51,41,10,9,2024-04-15,0,10.5
840,ITM10839,WH_L78,371,93,10,8,2024-09-22,7,2.18
841,ITM10840,WH_L96,147,10,13,7,2024-11-06,7,12.3
842,ITM10841,WH_L92,471,63,13,5,2024-09-17,2,14.69
843,ITM10842,WH_L15,421,67,8,3,2024-04-06,0,9.77
844,ITM10843,WH_L100,388,79,12,9,2024-07-19,8,2.08
845,ITM10844,WH_L21,358,92,11,7,2024-05-31,3,9.21
846,ITM10845,WH_L40,62,27,13,5,2024-11-26,6,11.37
847,ITM10846,WH_L14,391,15,14,8,2024-01-28,8,14.06
848,ITM10847,WH_L75,438,54,11,4,2024-05-02,2,1.64
849,ITM10848,WH_L4,97,32,6,8,2024-09-10,4,11.85
850,ITM10849,WH_L40,333,32,14,3,2024-07-16,9,2.86
851,ITM10850,WH_L74,308,35,3,8,2024-02-27,2,12.07
852,ITM10851,WH_L87,289,86,3,7,2024-05-03,4,13.44
853,ITM10852,WH_L49,181,16,14,9,2024-09-12,1,13.06
854,ITM10853,WH_L51,208,88,12,3,2024-11-22,3,10.14
855,ITM10854,WH_L92,266,53,7,9,2024-10-31,1,8.01
856,ITM10855,WH_L26,407,36,4,2,2024-02-06,2,13.24
857,ITM10856,WH_L10,235,35,8,6,2024-09-27,4,8.27
858,ITM10857,WH_L76,334,88,9,2,2024-01-07,8,3.66
859,ITM10858,WH_L89,432,45,3,7,2024-07-03,2,14.2
860,ITM10859,WH_L81,358,64,8,6,2024-06-11,9,6.23
861,ITM10860,WH_L32,409,73,10,2,2024-03-08,5,9.74
862,ITM10861,WH_L14,396,66,14,6,2024-07-17,3,3.79
863,ITM10862,WH_L90,452,78,7,5,2024-10-18,3,2.55
864,ITM10863,WH_L99,187,70,14,8,2024-08-03,9,8.71
865,ITM10864,WH_L39,358,11,9,3,2024-07-06,9,8.76
866,ITM10865,WH_L88,212,64,12,6,2024-10-06,4,6.18
867,ITM10866,WH_L77,472,89,8,5,2024-12-15,6,5.36
868,ITM10867,WH_L16,302,96,6,8,2024-03-29,3,6.24
869,ITM10868,WH_L73,355,47,9,8,2024-08-29,7,12.13
870,ITM10869,WH_L6,409,89,12,4,2024-02-07,8,6.01
871,ITM10870,WH_L45,32,87,11,9,2024-01-09,8,13.9
872,ITM10871,WH_L69,259,38,12,2,2024-10-27,8,2.58
873,ITM10872,WH_L55,339,35,12,4,2024-02-04,1,14.04
874,ITM10873,WH_L85,465,44,9,9,2024-01-08,2,10.65
875,ITM10874,WH_L48,166,88,14,9,2024-05-14,4,5.82
876,ITM10875,WH_L9,223,76,7,7,2024-04-20,0,1.1
877,ITM10876,WH_L65,99,96,9,5,2024-01-21,3,12.23
878,ITM10877,WH_L83,398,38,5,4,2024-01-31,4,14.57
879,ITM10878,WH_L44,62,43,4,4,2024-07-22,8,14.75
880,ITM10879,WH_L2,477,50,13,9,2024-09-16,7,6.93
881,ITM10880,WH_L54,108,50,7,8,2024-05-26,0,1.99
882,ITM10881,WH_L63,167,32,6,5,2024-11-17,2,5.39
883,ITM10882,WH_L14,114,80,7,8,2024-12-30,2,5.34
884,ITM10883,WH_L56,471,12,10,3,2024-09-13,5,2.43
885,ITM10884,WH_L47,447,67,14,6,2024-07-31,3,8.35
886,ITM10885,WH_L82,170,41,6,7,2024-08-04,3,9.46
887,ITM10886,WH_L59,21,40,11,7,2024-12-25,0,11.2
888,ITM10887,WH_L91,395,91,9,2,2024-07-24,9,1.71
889,ITM10888,WH_L20,41,52,12,8,2024-02-12,3,4.86
890,ITM10889,WH_L56,390,16,14,6,2024-11-23,0,5.97
891,ITM10890,WH_L23,332,10,9,9,2024-10-01,4,13.49
892,ITM10891,WH_L94,347,70,10,2,2024-10-02,2,13.62
893,ITM10892,WH_L67,26,23,14,7,2024-11-11,9,4.64
894,ITM10893,WH_L84,225,61,8,6,2024-03-19,4,7.82
895,ITM10894,WH_L35,459,15,10,4,2024-05-22,2,6.95
896,ITM10895,WH_L79,394,19,5,3,2024-02-12,4,8.37
897,ITM10896,WH_L69,470,80,12,9,2024-06-07,3,5.01
898,ITM10897,WH_L100,133,99,12,4,2024-02-10,8,7.48
899,ITM10898,WH_L62,291,39,3,3,2024-09-18,5,3.04
900,ITM10899,WH_L60,102,30,8,9,2024-04-14,9,10.93
901,ITM10900,WH_L56,198,69,3,8,2024-03-20,1,6.18
902,ITM10901,WH_L94,229,90,11,5,2024-10-01,0,8.59
903,ITM10902,WH_L76,483,83,4,2,2024-06-16,0,9.46
904,ITM10903,WH_L35,347,72,13,2,2024-07-19,0,12.71
905,ITM10904,WH_L42,143,51,4,5,2024-10-27,8,2.14
906,ITM10905,WH_L32,132,60,9,6,2024-11-20,4,7.76
907,ITM10906,WH_L12,31,73,4,5,2024-11-28,3,13.52
908,ITM10907,WH_L36,145,85,12,8,2024-12-14,9,5.62
909,ITM10908,WH_L58,72,65,10,7,2024-11-25,4,7.22
910,ITM10909,WH_L32,350,89,8,5,2024-02-03,8,2.19
911,ITM10910,WH_L97,408,50,9,3,2024-06-07,2,11.51
912,ITM10911,WH_L60,302,41,9,7,2024-12-23,2,2.19
913,ITM10912,WH_L73,159,24,8,5,2024-08-11,1,9.83
914,ITM10913,WH_L79,420,71,12,2,2024-05-02,7,6.24
915,ITM10914,WH_L86,409,36,13,4,2024-01-30,6,5.73
916,ITM10915,WH_L49,116,37,11,3,2024-05-05,1,9.2
917,ITM10916,WH_L44,24,90,11,8,2024-02-14,3,8.95
918,ITM10917,WH_L4,76,73,9,3,2024-08-10,6,6.68
919,ITM10918,WH_L64,431,68,11,9,2024-02-29,0,4.9
920,ITM10919,WH_L42,353,67,12,6,2024-08-20,0,8.11
921,ITM10920,WH_L24,88,11,5,4,2024-11-09,7,4.74
922,ITM10921,WH_L63,137,45,5,3,2024-11-07,5,2.44
923,ITM10922,WH_L28,395,80,3,9,2024-01-29,1,12.19
924,ITM10923,WH_L46,78,22,7,5,2024-06-07,9,10.83
925,ITM10924,WH_L34,52,24,6,3,2024-12-07,9,2.18
926,ITM10925,WH_L44,337,98,4,3,2024-12-02,0,3.28
927,ITM10926,WH_L36,69,96,11,3,2024-03-30,2,2.4
928,ITM10927,WH_L77,387,69,5,6,2024-03-02,3,12.07
929,ITM10928,WH_L90,38,31,10,3,2024-01-07,4,11.82
930,ITM10929,WH_L36,233,72,8,3,2024-12-28,9,6.71
931,ITM10930,WH_L72,216,99,7,6,2024-03-11,2,12.5
932,ITM10931,WH_L2,398,84,3,9,2024-12-25,4,14.64
933,ITM10932,WH_L67,469,83,6,7,2024-01-06,6,14.59
934,ITM10933,WH_L25,497,34,5,4,2024-03-24,8,14.73
935,ITM10934,WH_L11,66,57,3,9,2024-09-11,4,12.85
936,ITM10935,WH_L31,186,52,14,8,2024-06-26,3,4.04
937,ITM10936,WH_L93,471,47,7,7,2024-09-24,9,1.8
938,ITM10937,WH_L53,308,50,8,2,2024-09-21,8,12.36
939,ITM10938,WH_L63,160,54,4,6,2024-05-12,7,5.32
940,ITM10939,WH_L72,103,97,5,6,2024-03-26,4,5.73
941,ITM10940,WH_L98,201,49,13,3,2024-07-09,8,2.02
942,ITM10941,WH_L31,410,26,8,3,2024-03-05,8,11.01
943,ITM10942,WH_L89,98,97,6,8,2024-05-17,0,7.03
944,ITM10943,WH_L61,234,66,11,2,2024-03-01,5,3.86
945,ITM10944,WH_L83,33,11,7,3,2024-01-16,4,10.13
946,ITM10945,WH_L92,234,71,6,5,2024-06-20,5,14.72
947,ITM10946,WH_L63,422,97,4,3,2024-08-07,9,7.98
948,ITM10947,WH_L58,147,18,8,3,2024-05-19,2,9.49
949,ITM10948,WH_L3,329,77,12,5,2024-09-25,2,3.28
950,ITM10949,WH_L12,496,90,4,2,2024-02-02,9,3.25
951,ITM10950,WH_L38,267,26,14,5,2024-05-14,4,7.42
952,ITM10951,WH_L29,423,59,9,6,2024-12-30,6,12.83
953,ITM10952,WH_L52,48,49,5,5,2024-10-22,3,13.73
954,ITM10953,WH_L89,299,67,11,4,2024-11-17,5,9.98
955,ITM10954,WH_L32,357,84,13,6,2024-02-09,4,6.05
956,ITM10955,WH_L40,338,94,7,3,2024-09-11,1,11.5
957,ITM10956,WH_L85,221,30,10,8,2024-08-21,0,5.09
958,ITM10957,WH_L75,380,27,13,6,2024-09-18,5,4.07
959,ITM10958,WH_L48,76,64,8,2,2024-07-03,4,12.14
960,ITM10959,WH_L61,411,38,14,2,2024-01-29,8,11.52
961,ITM10960,WH_L71,237,33,12,5,2024-09-12,6,13.35
962,ITM10961,WH_L68,81,83,10,6,2024-10-17,0,9.07
963,ITM10962,WH_L45,176,26,13,3,2024-03-26,9,13.55
964,ITM10963,WH_L55,221,27,14,2,2024-07-07,5,1.37
965,ITM10964,WH_L96,36,51,5,7,2024-03-21,6,4.55
966,ITM10965,WH_L71,341,93,5,3,2024-05-10,2,12.26
967,ITM10966,WH_L43,25,54,7,7,2024-02-22,8,6.93
968,ITM10967,WH_L46,77,91,13,4,2024-10-20,1,4.35
969,ITM10968,WH_L90,344,26,12,7,2024-12-11,0,12.15
970,ITM10969,WH_L59,431,82,5,9,2024-02-29,9,12.51
971,ITM10970,WH_L35,337,23,10,2,2024-04-26,9,7.39
972,ITM10971,WH_L40,188,58,12,5,2024-09-17,8,7.53
973,ITM10972,WH_L33,472,38,14,4,2024-01-02,6,11.93
974,ITM10973,WH_L30,101,13,10,6,2024-01-23,9,11.8
975,ITM10974,WH_L16,493,91,4,3,2024-01-07,0,13.13
976,ITM10975,WH_L93,487,29,14,2,2024-05-05,3,10.04
977,ITM10976,WH_L25,444,56,6,4,2024-01-24,9,3.6
978,ITM10977,WH_L41,452,18,12,4,2024-08-29,2,8.7
979,ITM10978,WH_L16,238,86,3,9,2024-07-05,6,6.35
980,ITM10979,WH_L96,196,88,6,2,2024-07-15,4,1.38
981,ITM10980,WH_L69,223,36,14,6,2024-03-17,8,3.75
982,ITM10981,WH_L98,90,24,13,6,2024-04-01,2,3.88
983,ITM10982,WH_L89,406,28,6,5,2024-01-19,5,2.15
984,ITM10983,WH_L24,285,99,12,8,2024-10-10,9,7.35
985,ITM10984,WH_L25,117,61,11,7,2024-12-01,1,8.11
986,ITM10985,WH_L28,364,35,5,6,2024-08-02,2,5.76
987,ITM10986,WH_L95,310,98,4,9,2024-04-24,3,6.77
988,ITM10987,WH_L62,227,35,11,5,2024-06-13,5,8.69
989,ITM10988,WH_L36,21,35,11,7,2024-05-07,0,2.69
990,ITM10989,WH_L93,143,55,3,4,2024-08-01,5,8.87
991,ITM10990,WH_L76,299,58,8,2,2024-06-12,3,10.94
992,ITM10991,WH_L98,93,91,12,6,2024-05-18,7,13.25
993,ITM10992,WH_L68,185,62,10,5,2024-02-09,8,5.22
994,ITM10993,WH_L77,41,12,5,4,2024-10-19,7,11.46
995,ITM10994,WH_L37,173,75,13,6,2024-07-09,7,9.48
996,ITM10995,WH_L13,446,51,11,3,2024-03-02,1,8.04
997,ITM10996,WH_L25,458,28,4,8,2024-09-14,9,13.87
998,ITM10997,WH_L38,314,26,8,4,2024-12-10,1,9.68
999,ITM10998,WH_L30,238,42,3,9,2024-01-27,5,6.12
1000,ITM10999,WH_L47,176,85,9,9,2024-04-01,4,10.98
1001,ITM11000,WH_L23,249,58,5,6,2024-04-24,5,14.44
1002,ITM11001,WH_L39,39,65,9,9,2024-09-21,8,13.85
1003,ITM11002,WH_L2,494,72,6,4,2024-01-24,9,14.72
1004,ITM11003,WH_L91,60,12,11,2,2024-07-24,6,2.33
1005,ITM11004,WH_L69,457,58,7,2,2024-02-05,4,7.21
1006,ITM11005,WH_L17,167,64,5,8,2024-08-26,9,7.06
1007,ITM11006,WH_L36,127,35,10,2,2024-05-24,6,6.37
1008,ITM11007,WH_L6,422,81,8,7,2024-06-08,7,3.5
1009,ITM11008,WH_L7,103,61,4,3,2024-06-16,0,12.65
1010,ITM11009,WH_L71,386,16,5,2,2024-02-14,9,10.42
1011,ITM11010,WH_L38,341,55,10,9,2024-10-10,6,9.48
1012,ITM11011,WH_L90,433,55,12,3,2024-08-21,3,7.26
1013,ITM11012,WH_L17,328,25,9,2,2024-01-05,4,6.44
1014,ITM11013,WH_L82,309,33,12,7,2024-07-07,1,12.01
1015,ITM11014,WH_L97,425,70,8,9,2024-04-12,9,8.38
1016,ITM11015,WH_L63,342,63,3,4,2024-05-29,4,9.51
1017,ITM11016,WH_L14,153,71,11,6,2024-10-15,8,2.4
1018,ITM11017,WH_L2,226,10,5,6,2024-06-04,0,7.6
1019,ITM11018,WH_L74,302,58,7,2,2024-11-14,2,2.82
1020,ITM11019,WH_L37,285,34,9,6,2024-05-04,3,1.75
1021,ITM11020,WH_L61,92,19,9,2,2024-08-25,8,10.65
1022,ITM11021,WH_L62,371,89,5,2,2024-07-07,1,4.85
1023,ITM11022,WH_L57,67,25,6,9,2024-10-29,6,14.51
1024,ITM11023,WH_L44,345,67,12,8,2024-09-09,8,9.48
1025,ITM11024,WH_L24,252,81,9,5,2024-04-10,9,10.03
1026,ITM11025,WH_L7,462,38,10,5,2024-10-06,3,3.76
1027,ITM11026,WH_L33,119,15,4,8,2024-05-05,4,2.8
1028,ITM11027,WH_L62,78,25,11,5,2024-03-18,9,8.36
1029,ITM11028,WH_L15,277,29,9,3,2024-01-04,3,13.96
1030,ITM11029,WH_L9,432,89,10,5,2024-07-28,6,1.78
1031,ITM11030,WH_L52,471,80,8,2,2024-01-13,7,8.11
1032,ITM11031,WH_L63,84,87,8,7,2024-04-29,7,3.78
1033,ITM11032,WH_L10,102,52,11,7,2024-10-04,2,11.95
1034,ITM11033,WH_L74,173,35,6,4,2024-06-26,1,10.55
1035,ITM11034,WH_L81,492,99,13,9,2024-11-21,5,2.36
1036,ITM11035,WH_L88,285,87,13,5,2024-12-21,0,9.63
1037,ITM11036,WH_L7,328,80,7,7,2024-01-05,8,14.77
1038,ITM11037,WH_L20,98,42,11,5,2024-06-20,6,8.39
1039,ITM11038,WH_L20,334,35,3,9,2024-01-01,7,5.0
1040,ITM11039,WH_L73,169,54,6,4,2024-12-02,6,3.13
1041,ITM11040,WH_L39,454,93,9,7,2024-07-11,4,14.85
1042,ITM11041,WH_L11,67,72,13,2,2024-06-06,4,8.89
1043,ITM11042,WH_L32,424,76,11,3,2024-02-23,6,6.25
1044,ITM11043,WH_L16,398,61,13,8,2024-04-15,6,4.0
1045,ITM11044,WH_L72,267,77,14,8,2024-09-28,1,14.3
1046,ITM11045,WH_L98,297,35,12,8,2024-05-01,1,9.78
1047,ITM11046,WH_L54,375,84,8,5,2024-08-02,6,1.81
1048,ITM11047,WH_L78,117,11,14,7,2024-09-08,4,1.83
1049,ITM11048,WH_L77,433,23,10,9,2024-01-31,1,14.15
1050,ITM11049,WH_L80,44,39,11,9,2024-03-13,0,10.94
1051,ITM11050,WH_L29,303,58,12,7,2024-12-30,8,2.45
1052,ITM11051,WH_L100,468,21,6,4,2024-05-23,7,9.73
1053,ITM11052,WH_L67,388,99,3,2,2024-02-17,1,6.87
1054,ITM11053,WH_L49,320,53,10,6,2024-01-23,1,12.04
1055,ITM11054,WH_L58,87,42,4,7,2024-04-28,2,4.83
1056,ITM11055,WH_L57,26,22,13,3,2024-09-23,3,6.36
1057,ITM11056,WH_L39,324,87,3,4,2024-07-30,8,3.34
1058,ITM11057,WH_L76,156,97,9,7,2024-12-24,5,4.53
1059,ITM11058,WH_L55,183,35,14,7,2024-07-09,2,3.65
1060,ITM11059,WH_L40,102,30,12,4,2024-08-22,7,1.34
1061,ITM11060,WH_L73,404,37,11,4,2024-02-13,5,1.65
1062,ITM11061,WH_L80,157,57,13,5,2024-10-24,7,12.7
1063,ITM11062,WH_L8,439,49,14,7,2024-02-18,9,12.25
1064,ITM11063,WH_L79,92,75,14,6,2024-09-15,1,2.97
1065,ITM11064,WH_L95,256,82,11,3,2024-03-09,7,10.35
1066,ITM11065,WH_L13,65,96,5,2,2024-11-22,4,11.44
1067,ITM11066,WH_L98,125,88,8,2,2024-07-20,9,1.72
1068,ITM11067,WH_L27,435,86,9,6,2024-02-08,3,2.24
1069,ITM11068,WH_L81,307,32,12,9,2024-10-30,2,8.88
1070,ITM11069,WH_L28,281,90,11,4,2024-10-17,8,6.24
1071,ITM11070,WH_L34,195,57,4,4,2024-02-01,9,10.79
1072,ITM11071,WH_L85,185,11,10,9,2024-08-10,6,8.81
1073,ITM11072,WH_L11,164,93,9,4,2024-12-05,6,1.43
1074,ITM11073,WH_L21,349,29,6,9,2024-03-07,5,10.57
1075,ITM11074,WH_L31,389,68,4,7,2024-05-01,8,3.85
1076,ITM11075,WH_L23,302,55,10,9,2024-05-29,2,5.38
1077,ITM11076,WH_L71,73,12,13,4,2024-05-13,0,11.31
1078,ITM11077,WH_L10,197,64,7,4,2024-06-10,6,11.8
1079,ITM11078,WH_L21,438,21,8,7,2024-07-20,8,5.84
1080,ITM11079,WH_L1,263,49,13,9,2024-12-24,5,2.25
1081,ITM11080,WH_L53,360,75,9,7,2024-06-16,9,11.78
1082,ITM11081,WH_L58,146,87,12,6,2024-06-11,1,13.18
1083,ITM11082,WH_L89,428,25,3,5,2024-08-19,7,14.5
1084,ITM11083,WH_L77,431,92,10,7,2024-05-19,8,5.45
1085,ITM11084,WH_L61,386,43,6,3,2024-04-29,9,2.73
1086,ITM11085,WH_L38,290,53,11,4,2024-02-08,7,14.13
1087,ITM11086,WH_L5,151,15,3,5,2024-04-13,8,6.6
1088,ITM11087,WH_L30,112,86,13,2,2024-03-10,0,2.31
1089,ITM11088,WH_L37,398,73,4,6,2024-10-26,2,7.98
1090,ITM11089,WH_L91,92,31,8,9,2024-02-25,2,3.67
1091,ITM11090,WH_L37,430,27,13,5,2024-03-20,8,5.97
1092,ITM11091,WH_L90,429,21,12,7,2024-02-24,2,5.48
1093,ITM11092,WH_L59,422,61,13,4,2024-03-25,9,14.82
1094,ITM11093,WH_L10,267,60,3,4,2024-08-18,0,9.95
1095,ITM11094,WH_L88,367,80,6,4,2024-08-26,2,7.89
1096,ITM11095,WH_L30,292,57,10,5,2024-06-09,1,8.19
1097,ITM11096,WH_L34,62,28,12,4,2024-07-27,8,9.46
1098,ITM11097,WH_L81,396,15,7,7,2024-03-02,0,13.22
1099,ITM11098,WH_L76,60,93,11,9,2024-10-01,1,3.04
1100,ITM11099,WH_L85,189,36,13,5,2024-07-02,0,9.39
1101,ITM11100,WH_L26,453,62,13,4,2024-04-16,8,5.51
1102,ITM11101,WH_L55,231,57,8,2,2024-08-19,6,9.0
1103,ITM11102,WH_L15,187,16,3,2,2024-06-06,0,8.25
1104,ITM11103,WH_L70,58,68,8,3,2024-08-25,9,1.42
1105,ITM11104,WH_L29,388,78,8,4,2024-05-15,5,9.15
1106,ITM11105,WH_L83,264,20,8,4,2024-03-02,4,10.93
1107,ITM11106,WH_L20,170,24,10,5,2024-02-16,9,4.44
1108,ITM11107,WH_L35,130,73,8,5,2024-03-21,4,2.5
1109,ITM11108,WH_L19,499,12,7,8,2024-12-17,3,3.96
1110,ITM11109,WH_L10,455,78,13,9,2024-06-04,2,9.91
1111,ITM11110,WH_L8,66,32,4,4,2024-12-26,7,7.56
1112,ITM11111,WH_L22,82,62,6,3,2024-12-22,6,13.11
1113,ITM11112,WH_L40,244,46,12,9,2024-11-04,4,4.99
1114,ITM11113,WH_L77,385,18,7,4,2024-01-21,8,6.11
1115,ITM11114,WH_L96,88,24,12,9,2024-04-20,6,8.39
1116,ITM11115,WH_L73,318,12,6,7,2024-06-16,9,7.44
1117,ITM11116,WH_L37,451,79,4,5,2024-03-16,1,8.67
1118,ITM11117,WH_L57,309,26,9,4,2024-02-16,6,5.37
1119,ITM11118,WH_L16,315,35,12,9,2024-12-30,6,3.33
1120,ITM11119,WH_L60,222,30,12,5,2024-05-07,3,12.25
1121,ITM11120,WH_L89,80,81,4,4,2024-07-01,7,1.55
1122,ITM11121,WH_L39,453,30,3,6,2024-07-21,3,6.18
1123,ITM11122,WH_L90,470,20,7,5,2024-09-19,6,2.22
1124,ITM11123,WH_L52,337,47,14,9,2024-01-26,3,11.31
1125,ITM11124,WH_L35,333,81,3,3,2024-12-12,7,6.12
1126,ITM11125,WH_L65,180,97,3,6,2024-06-02,2,1.42
1127,ITM11126,WH_L70,350,44,3,7,2024-05-13,1,2.06
1128,ITM11127,WH_L64,35,23,8,4,2024-03-30,9,3.78
1129,ITM11128,WH_L57,357,23,11,8,2024-01-16,5,12.02
1130,ITM11129,WH_L11,113,19,12,7,2024-07-26,6,12.19
1131,ITM11130,WH_L77,323,21,13,5,2024-08-19,6,14.95
1132,ITM11131,WH_L6,157,47,14,6,2024-10-11,5,4.37
1133,ITM11132,WH_L56,357,43,3,7,2024-10-08,7,1.85
1134,ITM11133,WH_L95,57,50,7,3,2024-05-07,5,4.96
1135,ITM11134,WH_L42,146,19,11,8,2024-02-18,5,3.5
1136,ITM11135,WH_L78,294,26,11,5,2024-08-24,2,10.95
1137,ITM11136,WH_L33,183,26,3,6,2024-02-22,1,14.57
1138,ITM11137,WH_L4,462,76,10,7,2024-03-12,6,4.82
1139,ITM11138,WH_L12,338,71,3,6,2024-03-03,5,5.6
1140,ITM11139,WH_L30,96,10,10,6,2024-01-07,0,5.92
1141,ITM11140,WH_L87,193,21,3,7,2024-02-01,1,13.0
1142,ITM11141,WH_L74,406,13,14,2,2024-04-23,1,9.09
1143,ITM11142,WH_L76,477,51,7,4,2024-03-07,0,14.64
1144,ITM11143,WH_L3,377,22,10,9,2024-04-11,2,9.78
1145,ITM11144,WH_L98,340,94,8,5,2024-07-24,4,10.88
1146,ITM11145,WH_L87,395,95,11,5,2024-07-09,3,2.25
1147,ITM11146,WH_L35,110,13,3,8,2024-12-17,1,14.32
1148,ITM11147,WH_L74,257,91,11,8,2024-11-18,7,9.79
1149,ITM11148,WH_L6,283,78,3,8,2024-11-26,8,8.28
1150,ITM11149,WH_L98,198,28,12,5,2024-02-13,7,6.42
1151,ITM11150,WH_L97,228,11,12,6,2024-10-25,6,2.08
1152,ITM11151,WH_L23,92,21,5,8,2024-10-27,9,2.87
1153,ITM11152,WH_L61,409,90,3,7,2024-05-12,1,1.16
1154,ITM11153,WH_L67,126,83,5,4,2024-02-08,5,14.98
1155,ITM11154,WH_L84,364,15,14,3,2024-01-12,3,12.01
1156,ITM11155,WH_L57,314,17,13,5,2024-02-03,4,12.16
1157,ITM11156,WH_L36,388,60,4,7,2024-04-11,8,11.22
1158,ITM11157,WH_L24,463,20,4,4,2024-11-26,8,7.78
1159,ITM11158,WH_L75,303,72,11,4,2024-08-15,3,2.23
1160,ITM11159,WH_L56,372,66,10,2,2024-03-06,7,2.01
1161,ITM11160,WH_L82,201,21,3,9,2024-02-17,4,13.83
1162,ITM11161,WH_L63,56,82,14,7,2024-06-18,8,1.0
1163,ITM11162,WH_L12,156,11,6,5,2024-03-03,1,10.79
1164,ITM11163,WH_L61,357,17,3,8,2024-01-22,3,9.8
1165,ITM11164,WH_L45,75,20,3,6,2024-08-24,2,8.02
1166,ITM11165,WH_L53,206,62,14,8,2024-01-26,6,14.65
1167,ITM11166,WH_L43,360,19,14,4,2024-03-27,1,3.77
1168,ITM11167,WH_L42,277,94,6,4,2024-10-20,2,11.99
1169,ITM11168,WH_L86,464,93,4,3,2024-08-09,8,10.45
1170,ITM11169,WH_L14,77,17,5,8,2024-07-21,7,14.64
1171,ITM11170,WH_L21,382,45,13,9,2024-09-11,1,14.08
1172,ITM11171,WH_L43,142,85,11,9,2024-01-16,5,2.8
1173,ITM11172,WH_L53,207,23,4,2,2024-07-14,2,5.31
1174,ITM11173,WH_L89,249,63,6,9,2024-12-15,5,12.91
1175,ITM11174,WH_L64,187,94,3,4,2024-08-06,4,4.2
1176,ITM11175,WH_L37,439,95,4,4,2024-03-29,9,6.3
1177,ITM11176,WH_L85,133,30,7,9,2024-06-30,3,9.76
1178,ITM11177,WH_L52,271,59,12,6,2024-04-19,6,8.88
1179,ITM11178,WH_L98,126,48,3,6,2024-04-05,9,9.97
1180,ITM11179,WH_L71,56,29,13,9,2024-05-20,6,10.99
1181,ITM11180,WH_L5,354,97,9,3,2024-05-23,3,11.2
1182,ITM11181,WH_L59,111,96,6,7,2024-08-16,2,11.33
1183,ITM11182,WH_L12,37,16,8,3,2024-03-17,3,14.88
1184,ITM11183,WH_L41,373,18,10,3,2024-01-18,1,5.99
1185,ITM11184,WH_L33,82,10,8,9,2024-11-10,3,1.62
1186,ITM11185,WH_L42,169,35,4,6,2024-11-13,3,5.88
