operations_id,item_id,warehouse_id,picking_time_seconds,order_fulfillment_rate,KPI_score
1155,ITM11154,WH_L84,26,0.78,0.677
1156,ITM11155,WH_L57,135,0.9,0.639
1157,ITM11156,WH_L36,96,0.88,0.689
1158,ITM11157,WH_L24,162,0.96,0.574
1159,ITM11158,WH_L75,25,0.83,0.659
1160,ITM11159,WH_L56,33,0.72,0.391
1161,ITM11160,WH_L82,84,0.87,0.825
1162,ITM11161,WH_L63,160,0.99,0.448
1163,ITM11162,WH_L12,178,0.7,0.727
1164,ITM11163,WH_L61,112,0.77,0.616
1165,ITM11164,WH_L45,95,0.79,0.664
1166,ITM11165,WH_L53,170,0.93,0.66
1167,ITM11166,WH_L43,114,0.8,0.517
1168,ITM11167,WH_L42,51,0.77,0.612
1169,ITM11168,WH_L86,27,0.89,0.574
1170,ITM11169,WH_L14,87,0.71,0.606
1171,ITM11170,WH_L21,101,0.75,0.71
1172,ITM11171,WH_L43,20,0.82,0.561
1173,ITM11172,WH_L53,161,0.81,0.74
1174,ITM11173,WH_L89,173,0.8,0.694
1175,ITM11174,WH_L64,135,0.73,0.427
1176,ITM11175,WH_L37,106,0.81,0.412
1177,ITM11176,WH_L85,62,0.94,0.741
1178,ITM11177,WH_L52,92,0.82,0.611
1179,ITM11178,WH_L98,56,0.88,0.496
1180,ITM11179,WH_L71,61,0.75,0.548
1181,ITM11180,WH_L5,66,0.72,0.692
1182,ITM11181,WH_L59,84,0.96,0.753
1183,ITM11182,WH_L12,160,0.8,0.758
1184,ITM11183,WH_L41,68,0.81,0.586
1185,ITM11184,WH_L33,78,0.96,0.579
1186,ITM11185,WH_L42,95,0.91,0.511
1187,ITM11186,WH_L15,179,0.93,0.721
1188,ITM11187,WH_L99,155,0.9,0.494
1189,ITM11188,WH_L52,80,0.73,0.665
1190,ITM11189,WH_L66,42,0.99,0.646
1191,ITM11190,WH_L1,12,0.97,0.691
1192,ITM11191,WH_L85,37,0.77,0.516
1193,ITM11192,WH_L70,10,0.94,0.644
1194,ITM11193,WH_L60,135,0.82,0.441
1195,ITM11194,WH_L53,122,0.91,0.464
1196,ITM11195,WH_L7,56,0.75,0.593
1197,ITM11196,WH_L25,46,0.86,0.593
1198,ITM11197,WH_L67,95,0.74,0.488
1199,ITM11198,WH_L47,57,0.86,0.528
1200,ITM11199,WH_L80,117,0.77,0.302
1201,ITM11200,WH_L97,28,0.84,0.76
1202,ITM11201,WH_L64,151,0.9,0.605
1203,ITM11202,WH_L81,92,0.96,0.567
1204,ITM11203,WH_L57,74,0.75,0.683
1205,ITM11204,WH_L98,35,0.97,0.598
1206,ITM11205,WH_L7,147,0.82,0.546
1207,ITM11206,WH_L27,108,0.95,0.712
1208,ITM11207,WH_L35,86,0.85,0.733
1209,ITM11208,WH_L71,79,0.96,0.577
1210,ITM11209,WH_L17,52,0.9,0.544
1211,ITM11210,WH_L37,79,0.85,0.639
1212,ITM11211,WH_L57,68,0.79,0.722
1213,ITM11212,WH_L90,12,0.99,0.598
1214,ITM11213,WH_L63,142,0.94,0.58
1215,ITM11214,WH_L16,94,0.81,0.59
1216,ITM11215,WH_L4,104,0.75,0.646
1217,ITM11216,WH_L81,87,0.93,0.704
1218,ITM11217,WH_L78,110,1.0,0.559
1219,ITM11218,WH_L31,92,0.78,0.599
1220,ITM11219,WH_L91,174,0.97,0.712
1221,ITM11220,WH_L21,93,0.74,0.487
1222,ITM11221,WH_L40,130,0.99,0.806
1223,ITM11222,WH_L71,144,0.92,0.32
1224,ITM11223,WH_L2,62,0.8,0.437
1225,ITM11224,WH_L71,123,0.79,0.568
1226,ITM11225,WH_L53,15,0.89,0.659
1227,ITM11226,WH_L12,144,0.88,0.442
1228,ITM11227,WH_L29,27,0.98,0.535
1229,ITM11228,WH_L15,63,0.93,0.65
1230,ITM11229,WH_L60,136,0.86,0.585
1231,ITM11230,WH_L16,166,0.98,0.67
1232,ITM11231,WH_L83,34,0.88,0.871
1233,ITM11232,WH_L20,72,0.95,0.695
1234,ITM11233,WH_L64,124,0.95,0.618
1235,ITM11234,WH_L92,150,0.98,0.716
1236,ITM11235,WH_L38,169,0.72,0.427
1237,ITM11236,WH_L66,164,0.88,0.702
1238,ITM11237,WH_L91,60,0.84,0.629
1239,ITM11238,WH_L35,171,0.85,0.548
1240,ITM11239,WH_L54,37,0.84,0.652
1241,ITM11240,WH_L62,82,0.95,0.48
1242,ITM11241,WH_L61,81,0.8,0.711
1243,ITM11242,WH_L32,94,0.84,0.528
1244,ITM11243,WH_L59,119,0.76,0.585
1245,ITM11244,WH_L71,39,0.78,0.487
1246,ITM11245,WH_L19,18,0.9,0.466
1247,ITM11246,WH_L50,150,0.74,0.6
1248,ITM11247,WH_L25,91,0.76,0.544
1249,ITM11248,WH_L77,73,0.86,0.539
1250,ITM11249,WH_L66,47,0.71,0.483
1251,ITM11250,WH_L96,128,0.74,0.528
1252,ITM11251,WH_L18,31,0.96,0.633
1253,ITM11252,WH_L9,168,0.95,0.542
1254,ITM11253,WH_L36,108,0.8,0.646
1255,ITM11254,WH_L99,179,0.8,0.694
1256,ITM11255,WH_L54,115,0.98,0.517
1257,ITM11256,WH_L44,73,0.71,0.672
1258,ITM11257,WH_L65,18,0.87,0.542
1259,ITM11258,WH_L35,135,0.88,0.494
1260,ITM11259,WH_L1,104,0.94,0.536
1261,ITM11260,WH_L37,177,0.99,0.717
1262,ITM11261,WH_L93,97,0.81,0.672
1263,ITM11262,WH_L39,178,0.83,0.667
1264,ITM11263,WH_L76,122,0.9,0.527
1265,ITM11264,WH_L75,81,0.99,0.813
1266,ITM11265,WH_L85,59,0.97,0.842
1267,ITM11266,WH_L63,157,0.9,0.761
1268,ITM11267,WH_L20,90,0.96,0.756
1269,ITM11268,WH_L58,179,0.73,0.478
1270,ITM11269,WH_L69,42,0.81,0.621
1271,ITM11270,WH_L62,72,0.7,0.605
1272,ITM11271,WH_L45,114,0.75,0.64
1273,ITM11272,WH_L43,108,0.89,0.593
1274,ITM11273,WH_L71,15,0.97,0.646
1275,ITM11274,WH_L98,144,0.89,0.487
1276,ITM11275,WH_L70,18,0.9,0.805
1277,ITM11276,WH_L49,110,0.73,0.748
1278,ITM11277,WH_L59,70,0.9,0.587
1279,ITM11278,WH_L42,171,0.84,0.617
1280,ITM11279,WH_L25,172,0.9,0.612
1281,ITM11280,WH_L90,108,0.8,0.414
1282,ITM11281,WH_L31,157,0.87,0.542
1283,ITM11282,WH_L74,67,0.83,0.654
1284,ITM11283,WH_L50,69,0.87,0.602
1285,ITM11284,WH_L30,44,0.74,0.553
1286,ITM11285,WH_L100,56,0.82,0.595
1287,ITM11286,WH_L53,55,0.81,0.513
1288,ITM11287,WH_L6,96,0.92,0.72
1289,ITM11288,WH_L41,13,0.91,0.599
1290,ITM11289,WH_L96,19,0.97,0.489
1291,ITM11290,WH_L61,116,0.89,0.393
1292,ITM11291,WH_L91,84,0.79,0.343
1293,ITM11292,WH_L49,49,0.93,0.816
1294,ITM11293,WH_L50,136,0.85,0.603
1295,ITM11294,WH_L85,128,0.76,0.751
1296,ITM11295,WH_L84,82,0.92,0.827
1297,ITM11296,WH_L20,49,0.74,0.448
1298,ITM11297,WH_L64,105,0.75,0.499
1299,ITM11298,WH_L5,32,0.93,0.692
1300,ITM11299,WH_L17,152,0.93,0.699
1301,ITM11300,WH_L65,124,0.94,0.65
1302,ITM11301,WH_L76,125,0.79,0.594
1303,ITM11302,WH_L43,142,0.96,0.812
1304,ITM11303,WH_L13,177,0.92,0.841
1305,ITM11304,WH_L57,155,0.95,0.59
1306,ITM11305,WH_L13,30,0.91,0.548
1307,ITM11306,WH_L68,12,0.87,0.785
1308,ITM11307,WH_L59,55,0.73,0.573
1309,ITM11308,WH_L2,99,0.91,0.738
1310,ITM11309,WH_L93,88,0.91,0.637
1311,ITM11310,WH_L19,136,0.79,0.555
1312,ITM11311,WH_L53,62,0.92,0.625
1313,ITM11312,WH_L84,157,0.87,0.59
1314,ITM11313,WH_L20,30,0.87,0.566
1315,ITM11314,WH_L10,99,0.81,0.696
1316,ITM11315,WH_L61,122,0.74,0.586
1317,ITM11316,WH_L34,60,0.77,0.565
1318,ITM11317,WH_L44,162,0.93,0.544
1319,ITM11318,WH_L80,77,0.78,0.603
1320,ITM11319,WH_L89,125,0.7,0.492
1321,ITM11320,WH_L51,147,1.0,0.671
1322,ITM11321,WH_L84,92,0.76,0.721
1323,ITM11322,WH_L11,104,0.9,0.561
1324,ITM11323,WH_L43,146,0.98,0.42
1325,ITM11324,WH_L87,38,0.88,0.492
1326,ITM11325,WH_L69,174,0.94,0.577
1327,ITM11326,WH_L49,119,0.99,0.526
1328,ITM11327,WH_L41,80,0.96,0.65
1329,ITM11328,WH_L81,47,0.87,0.628
1330,ITM11329,WH_L92,136,0.81,0.389
1331,ITM11330,WH_L98,81,0.84,0.75
1332,ITM11331,WH_L63,68,0.95,0.705
1333,ITM11332,WH_L70,37,0.96,0.544
1334,ITM11333,WH_L5,165,0.95,0.501
1335,ITM11334,WH_L80,55,0.88,0.846
1336,ITM11335,WH_L9,80,0.84,0.509
1337,ITM11336,WH_L31,47,0.79,0.598
1338,ITM11337,WH_L81,126,0.7,0.542
1339,ITM11338,WH_L88,117,0.93,0.707
1340,ITM11339,WH_L37,155,0.78,0.744
1341,ITM11340,WH_L30,104,0.8,0.608
1342,ITM11341,WH_L96,72,0.95,0.609
1343,ITM11342,WH_L12,112,0.72,0.397
1344,ITM11343,WH_L56,14,0.98,0.677
1345,ITM11344,WH_L13,166,0.7,0.436
1346,ITM11345,WH_L98,116,0.98,0.639
1347,ITM11346,WH_L82,151,0.84,0.669
1348,ITM11347,WH_L91,67,0.73,0.581
1349,ITM11348,WH_L13,155,0.9,0.528
1350,ITM11349,WH_L57,16,0.97,0.572
1351,ITM11350,WH_L22,96,0.83,0.618
1352,ITM11351,WH_L89,106,0.91,0.602
1353,ITM11352,WH_L39,54,0.99,0.701
1354,ITM11353,WH_L4,25,0.77,0.6
1355,ITM11354,WH_L6,73,0.95,0.775
1356,ITM11355,WH_L42,46,0.79,0.74
1357,ITM11356,WH_L8,162,0.83,0.609
1358,ITM11357,WH_L38,18,0.78,0.399
1359,ITM11358,WH_L46,165,0.83,0.695
1360,ITM11359,WH_L48,146,0.7,0.632
1361,ITM11360,WH_L56,149,0.79,0.597
1362,ITM11361,WH_L19,155,0.83,0.644
1363,ITM11362,WH_L32,99,0.89,0.554
1364,ITM11363,WH_L68,83,0.89,0.628
1365,ITM11364,WH_L53,134,0.88,0.718
1366,ITM11365,WH_L73,60,0.79,0.455
1367,ITM11366,WH_L88,41,0.98,0.795
1368,ITM11367,WH_L24,97,0.82,0.758
1369,ITM11368,WH_L22,145,0.77,0.736
1370,ITM11369,WH_L23,167,0.87,0.576
1371,ITM11370,WH_L11,35,0.92,0.444
1372,ITM11371,WH_L79,161,0.7,0.417
1373,ITM11372,WH_L49,164,0.78,0.508
1374,ITM11373,WH_L80,176,0.95,0.428
1375,ITM11374,WH_L88,75,0.85,0.36
1376,ITM11375,WH_L31,82,0.82,0.615
1377,ITM11376,WH_L64,59,0.98,0.666
1378,ITM11377,WH_L75,54,0.73,0.745
1379,ITM11378,WH_L19,96,0.88,0.641
1380,ITM11379,WH_L30,42,0.8,0.628
1381,ITM11380,WH_L60,28,0.72,0.537
1382,ITM11381,WH_L82,150,0.76,0.829
1383,ITM11382,WH_L33,122,0.89,0.35
1384,ITM11383,WH_L59,31,0.71,0.523
1385,ITM11384,WH_L33,157,0.88,0.685
1386,ITM11385,WH_L86,106,0.99,0.524
1387,ITM11386,WH_L2,14,0.94,0.638
1388,ITM11387,WH_L60,135,0.8,0.628
1389,ITM11388,WH_L37,87,0.74,0.688
1390,ITM11389,WH_L87,169,0.84,0.498
1391,ITM11390,WH_L70,39,0.82,0.593
1392,ITM11391,WH_L21,100,0.99,0.503
1393,ITM11392,WH_L10,163,1.0,0.708
1394,ITM11393,WH_L57,91,0.82,0.557
1395,ITM11394,WH_L45,97,0.74,0.705
1396,ITM11395,WH_L76,141,0.97,0.697
1397,ITM11396,WH_L39,114,0.94,0.688
1398,ITM11397,WH_L82,76,0.85,0.657
1399,ITM11398,WH_L55,127,0.81,0.44
1400,ITM11399,WH_L89,39,0.83,0.489
1401,ITM11400,WH_L33,120,0.97,0.832
1402,ITM11401,WH_L59,153,0.76,0.645
1403,ITM11402,WH_L39,48,0.94,0.734
1404,ITM11403,WH_L26,95,0.71,0.502
1405,ITM11404,WH_L50,50,0.98,0.575
1406,ITM11405,WH_L62,40,0.85,0.642
1407,ITM11406,WH_L14,150,0.77,0.493
1408,ITM11407,WH_L31,178,0.7,0.603
1409,ITM11408,WH_L49,165,0.87,0.513
1410,ITM11409,WH_L74,136,0.77,0.614
1411,ITM11410,WH_L46,73,0.89,0.598
1412,ITM11411,WH_L74,126,0.78,0.582
1413,ITM11412,WH_L38,28,0.73,0.456
1414,ITM11413,WH_L90,120,0.85,0.679
1415,ITM11414,WH_L38,123,0.87,0.515
1416,ITM11415,WH_L3,34,0.84,0.682
1417,ITM11416,WH_L85,175,0.84,0.736
1418,ITM11417,WH_L51,130,0.88,0.615
1419,ITM11418,WH_L36,108,0.86,0.697
1420,ITM11419,WH_L2,99,0.74,0.455
1421,ITM11420,WH_L73,12,0.76,0.404
1422,ITM11421,WH_L88,139,0.74,0.743
1423,ITM11422,WH_L100,14,0.91,0.516
1424,ITM11423,WH_L96,29,0.86,0.662
1425,ITM11424,WH_L7,47,0.83,0.445
1426,ITM11425,WH_L78,110,0.94,0.673
1427,ITM11426,WH_L96,137,0.8,0.617
1428,ITM11427,WH_L64,111,0.87,0.508
1429,ITM11428,WH_L37,45,0.72,0.704
1430,ITM11429,WH_L100,108,0.92,0.576
1431,ITM11430,WH_L30,122,0.91,0.334
1432,ITM11431,WH_L78,46,0.94,0.581
1433,ITM11432,WH_L46,63,0.97,0.692
1434,ITM11433,WH_L29,158,0.93,0.659
1435,ITM11434,WH_L82,158,0.95,0.643
1436,ITM11435,WH_L25,101,0.8,0.648
1437,ITM11436,WH_L80,79,0.8,0.359
1438,ITM11437,WH_L33,93,0.98,0.544
1439,ITM11438,WH_L87,173,0.97,0.573
1440,ITM11439,WH_L97,20,0.86,0.614
1441,ITM11440,WH_L93,97,0.81,0.529
1442,ITM11441,WH_L99,96,0.96,0.696
1443,ITM11442,WH_L85,40,0.8,0.783
1444,ITM11443,WH_L88,110,0.75,0.668
1445,ITM11444,WH_L18,174,0.89,0.642
1446,ITM11445,WH_L81,69,0.71,0.492
1447,ITM11446,WH_L13,70,0.81,0.511
1448,ITM11447,WH_L81,76,0.94,0.644
1449,ITM11448,WH_L83,166,0.79,0.486
1450,ITM11449,WH_L6,88,0.98,0.664
1451,ITM11450,WH_L40,80,0.99,0.546
1452,ITM11451,WH_L57,76,0.94,0.669
1453,ITM11452,WH_L5,137,1.0,0.466
1454,ITM11453,WH_L75,120,0.86,0.587
1455,ITM11454,WH_L47,25,0.87,0.708
1456,ITM11455,WH_L94,54,0.95,0.637
1457,ITM11456,WH_L17,43,0.85,0.588
1458,ITM11457,WH_L12,53,0.82,0.49
1459,ITM11458,WH_L38,126,0.88,0.661
1460,ITM11459,WH_L42,134,0.9,0.581
1461,ITM11460,WH_L96,112,0.93,0.686
1462,ITM11461,WH_L54,129,0.9,0.672
1463,ITM11462,WH_L23,179,0.92,0.73
1464,ITM11463,WH_L26,44,0.9,0.627
1465,ITM11464,WH_L17,135,0.84,0.515
1466,ITM11465,WH_L70,84,0.74,0.678
1467,ITM11466,WH_L47,93,0.94,0.501
1468,ITM11467,WH_L68,167,0.71,0.575
1469,ITM11468,WH_L65,62,1.0,0.711
1470,ITM11469,WH_L35,67,0.95,0.484
1471,ITM11470,WH_L22,165,0.9,0.634
1472,ITM11471,WH_L33,152,0.99,0.656
1473,ITM11472,WH_L62,175,0.88,0.562
1474,ITM11473,WH_L38,59,0.72,0.622
1475,ITM11474,WH_L96,150,0.87,0.593
1476,ITM11475,WH_L44,120,0.78,0.612
1477,ITM11476,WH_L15,172,0.81,0.5
1478,ITM11477,WH_L60,120,0.84,0.642
1479,ITM11478,WH_L10,161,0.93,0.55
1480,ITM11479,WH_L19,129,0.85,0.545
1481,ITM11480,WH_L97,74,0.84,0.461
1482,ITM11481,WH_L29,115,0.79,0.625
1483,ITM11482,WH_L87,100,0.86,0.585
1484,ITM11483,WH_L93,155,0.77,0.565
1485,ITM11484,WH_L87,35,0.78,0.631
1486,ITM11485,WH_L51,166,0.93,0.57
1487,ITM11486,WH_L72,81,0.8,0.726
1488,ITM11487,WH_L47,53,0.72,0.506
1489,ITM11488,WH_L12,99,0.8,0.478
1490,ITM11489,WH_L51,142,0.89,0.715
1491,ITM11490,WH_L2,170,0.94,0.732
1492,ITM11491,WH_L34,133,0.99,0.667
1493,ITM11492,WH_L69,14,0.92,0.566
1494,ITM11493,WH_L16,136,0.83,0.64
1495,ITM11494,WH_L59,122,0.79,0.7
1496,ITM11495,WH_L48,120,0.74,0.555
1497,ITM11496,WH_L87,173,0.89,0.85
1498,ITM11497,WH_L96,86,0.85,0.624
1499,ITM11498,WH_L87,22,0.9,0.474
1500,ITM11499,WH_L34,162,0.77,0.51
1501,ITM11500,WH_L75,67,0.8,0.59
1502,ITM11501,WH_L49,139,0.79,0.653
1503,ITM11502,WH_L82,97,0.94,0.494
1504,ITM11503,WH_L48,45,0.75,0.79
1505,ITM11504,WH_L14,34,0.88,0.604
1506,ITM11505,WH_L87,43,0.72,0.424
1507,ITM11506,WH_L30,149,0.86,0.66
1508,ITM11507,WH_L61,28,0.72,0.409
1509,ITM11508,WH_L4,123,0.75,0.71
1510,ITM11509,WH_L80,115,0.73,0.396
1511,ITM11510,WH_L72,46,0.8,0.649
1512,ITM11511,WH_L42,116,0.8,0.645
1513,ITM11512,WH_L79,138,0.95,0.563
1514,ITM11513,WH_L29,69,0.77,0.588
1515,ITM11514,WH_L83,76,0.73,0.473
1516,ITM11515,WH_L9,88,0.88,0.689
1517,ITM11516,WH_L82,120,0.91,0.545
1518,ITM11517,WH_L60,57,0.79,0.557
1519,ITM11518,WH_L90,156,0.88,0.698
1520,ITM11519,WH_L39,97,0.93,0.592
1521,ITM11520,WH_L84,49,0.8,0.647
1522,ITM11521,WH_L53,143,0.86,0.788
1523,ITM11522,WH_L15,105,0.74,0.572
1524,ITM11523,WH_L18,172,0.71,0.377
1525,ITM11524,WH_L6,70,0.99,0.563
1526,ITM11525,WH_L5,14,0.79,0.485
1527,ITM11526,WH_L39,46,0.78,0.553
1528,ITM11527,WH_L64,148,0.99,0.605
1529,ITM11528,WH_L15,115,0.92,0.676
1530,ITM11529,WH_L13,108,0.88,0.763
1531,ITM11530,WH_L31,177,0.91,0.65
1532,ITM11531,WH_L69,17,0.91,0.69
1533,ITM11532,WH_L18,96,0.93,0.52
1534,ITM11533,WH_L50,93,0.72,0.519
1535,ITM11534,WH_L59,20,0.82,0.605
1536,ITM11535,WH_L48,80,0.79,0.785
1537,ITM11536,WH_L86,103,0.72,0.565
1538,ITM11537,WH_L96,132,0.82,0.639
1539,ITM11538,WH_L90,150,0.88,0.817
1540,ITM11539,WH_L70,115,0.75,0.747
1541,ITM11540,WH_L54,58,0.79,0.645
1542,ITM11541,WH_L76,16,0.89,0.638
1543,ITM11542,WH_L96,110,0.87,0.538
1544,ITM11543,WH_L94,162,0.96,0.67
1545,ITM11544,WH_L20,160,0.94,0.652
1546,ITM11545,WH_L54,60,0.99,0.544
1547,ITM11546,WH_L84,14,0.88,0.775
1548,ITM11547,WH_L13,22,0.91,0.535
1549,ITM11548,WH_L63,51,0.96,0.735
1550,ITM11549,WH_L79,134,0.95,0.743
1551,ITM11550,WH_L53,142,0.92,0.656
1552,ITM11551,WH_L36,160,0.85,0.568
1553,ITM11552,WH_L5,71,0.78,0.568
1554,ITM11553,WH_L89,138,0.96,0.824
1555,ITM11554,WH_L48,83,0.93,0.484
1556,ITM11555,WH_L28,123,0.95,0.672
1557,ITM11556,WH_L57,63,0.74,0.701
1558,ITM11557,WH_L57,125,0.79,0.648
1559,ITM11558,WH_L31,140,0.83,0.517
1560,ITM11559,WH_L47,92,0.95,0.69
1561,ITM11560,WH_L13,139,0.97,0.553
1562,ITM11561,WH_L88,58,0.79,0.476
1563,ITM11562,WH_L48,40,0.91,0.631
1564,ITM11563,WH_L70,83,0.72,0.69
1565,ITM11564,WH_L83,126,0.82,0.665
1566,ITM11565,WH_L46,12,0.85,0.628
1567,ITM11566,WH_L8,133,0.93,0.593
1568,ITM11567,WH_L51,172,0.97,0.683
1569,ITM11568,WH_L36,94,0.8,0.577
1570,ITM11569,WH_L25,173,0.86,0.714
1571,ITM11570,WH_L16,73,0.89,0.494
1572,ITM11571,WH_L59,169,0.8,0.784
1573,ITM11572,WH_L12,27,1.0,0.61
1574,ITM11573,WH_L85,43,0.96,0.691
1575,ITM11574,WH_L28,65,0.79,0.619
1576,ITM11575,WH_L83,76,0.85,0.685
1577,ITM11576,WH_L82,100,0.77,0.601
1578,ITM11577,WH_L77,76,0.85,0.448
1579,ITM11578,WH_L3,119,0.9,0.508
1580,ITM11579,WH_L7,176,0.73,0.563
1581,ITM11580,WH_L43,175,0.96,0.827
1582,ITM11581,WH_L32,49,0.88,0.513
1583,ITM11582,WH_L17,156,1.0,0.657
1584,ITM11583,WH_L73,142,0.71,0.651
1585,ITM11584,WH_L27,151,0.95,0.598
1586,ITM11585,WH_L9,100,0.94,0.594
1587,ITM11586,WH_L98,58,0.74,0.811
1588,ITM11587,WH_L71,73,0.8,0.739
1589,ITM11588,WH_L27,121,0.97,0.607
1590,ITM11589,WH_L76,109,0.86,0.685
1591,ITM11590,WH_L28,113,0.82,0.516
1592,ITM11591,WH_L30,172,0.97,0.38
1593,ITM11592,WH_L43,14,0.73,0.521
1594,ITM11593,WH_L100,128,0.84,0.434
1595,ITM11594,WH_L19,97,0.9,0.709
1596,ITM11595,WH_L77,176,0.88,0.531
1597,ITM11596,WH_L1,136,0.78,0.536
1598,ITM11597,WH_L36,33,0.87,0.467
1599,ITM11598,WH_L19,177,0.91,0.548
1600,ITM11599,WH_L17,116,0.88,0.685
1601,ITM11600,WH_L70,59,0.91,0.605
1602,ITM11601,WH_L33,67,0.78,0.585
1603,ITM11602,WH_L23,10,0.95,0.692
1604,ITM11603,WH_L15,176,0.83,0.601
1605,ITM11604,WH_L85,147,1.0,0.865
1606,ITM11605,WH_L4,11,0.71,0.489
1607,ITM11606,WH_L17,72,0.81,0.43
1608,ITM11607,WH_L2,25,0.75,0.657
1609,ITM11608,WH_L46,46,0.87,0.693
1610,ITM11609,WH_L31,25,0.77,0.527
1611,ITM11610,WH_L76,96,0.92,0.653
1612,ITM11611,WH_L42,99,0.96,0.674
1613,ITM11612,WH_L3,89,0.76,0.506
1614,ITM11613,WH_L23,36,0.75,0.477
1615,ITM11614,WH_L34,120,0.96,0.633
1616,ITM11615,WH_L7,73,0.81,0.658
1617,ITM11616,WH_L17,106,0.83,0.666
1618,ITM11617,WH_L95,169,0.77,0.492
1619,ITM11618,WH_L54,146,0.83,0.542
1620,ITM11619,WH_L68,20,0.77,0.551
1621,ITM11620,WH_L15,79,0.9,0.495
1622,ITM11621,WH_L96,167,0.85,0.702
1623,ITM11622,WH_L9,152,0.94,0.65
1624,ITM11623,WH_L61,57,0.79,0.671
1625,ITM11624,WH_L58,103,0.85,0.627
1626,ITM11625,WH_L100,85,0.78,0.397
1627,ITM11626,WH_L47,69,0.98,0.629
1628,ITM11627,WH_L66,77,0.86,0.449
1629,ITM11628,WH_L76,66,0.75,0.579
1630,ITM11629,WH_L14,73,0.78,0.565
1631,ITM11630,WH_L58,89,0.72,0.516
1632,ITM11631,WH_L65,96,0.71,0.392
1633,ITM11632,WH_L29,176,0.86,0.815
1634,ITM11633,WH_L79,129,0.8,0.547
1635,ITM11634,WH_L6,152,0.99,0.71
1636,ITM11635,WH_L94,88,0.75,0.765
1637,ITM11636,WH_L85,165,0.94,0.806
1638,ITM11637,WH_L67,45,0.79,0.63
1639,ITM11638,WH_L39,63,0.77,0.581
1640,ITM11639,WH_L59,154,0.99,0.773
1641,ITM11640,WH_L83,109,0.94,0.66
1642,ITM11641,WH_L4,95,0.89,0.895
1643,ITM11642,WH_L8,31,0.91,0.562
1644,ITM11643,WH_L62,84,1.0,0.803
1645,ITM11644,WH_L52,45,0.88,0.54
1646,ITM11645,WH_L55,38,0.73,0.514
1647,ITM11646,WH_L88,179,0.72,0.447
1648,ITM11647,WH_L14,169,0.9,0.644
1649,ITM11648,WH_L63,151,0.9,0.728
1650,ITM11649,WH_L92,27,0.92,0.774
1651,ITM11650,WH_L57,47,0.73,0.603
1652,ITM11651,WH_L10,110,0.98,0.631
1653,ITM11652,WH_L11,43,0.87,0.505
1654,ITM11653,WH_L42,130,0.89,0.692
1655,ITM11654,WH_L78,96,0.71,0.507
1656,ITM11655,WH_L19,169,0.99,0.707
1657,ITM11656,WH_L9,119,0.87,0.434
1658,ITM11657,WH_L17,76,0.87,0.71
1659,ITM11658,WH_L36,52,0.98,0.616
1660,ITM11659,WH_L80,132,0.98,0.805
1661,ITM11660,WH_L82,31,0.77,0.519
1662,ITM11661,WH_L75,96,0.98,0.691
1663,ITM11662,WH_L71,86,0.92,0.6
1664,ITM11663,WH_L92,134,0.71,0.447
1665,ITM11664,WH_L42,105,0.77,0.783
1666,ITM11665,WH_L49,131,0.82,0.473
1667,ITM11666,WH_L77,166,0.87,0.436
1668,ITM11667,WH_L68,49,0.91,0.648
1669,ITM11668,WH_L38,113,0.76,0.643
1670,ITM11669,WH_L59,128,0.95,0.483
1671,ITM11670,WH_L65,147,0.95,0.496
1672,ITM11671,WH_L78,129,0.89,0.689
1673,ITM11672,WH_L56,26,0.98,0.662
1674,ITM11673,WH_L13,111,0.94,0.621
1675,ITM11674,WH_L90,139,0.77,0.434
1676,ITM11675,WH_L15,154,0.94,0.522
1677,ITM11676,WH_L84,117,0.99,0.68
1678,ITM11677,WH_L84,99,0.74,0.615
1679,ITM11678,WH_L99,128,0.99,0.539
1680,ITM11679,WH_L71,175,0.71,0.375
1681,ITM11680,WH_L93,174,0.86,0.32
1682,ITM11681,WH_L28,72,0.93,0.72
1683,ITM11682,WH_L56,14,0.94,0.816
1684,ITM11683,WH_L58,34,0.92,0.727
1685,ITM11684,WH_L30,82,0.86,0.542
1686,ITM11685,WH_L53,133,0.9,0.608
1687,ITM11686,WH_L44,31,0.91,0.529
1688,ITM11687,WH_L59,102,0.85,0.438
1689,ITM11688,WH_L52,44,0.88,0.803
1690,ITM11689,WH_L54,64,0.95,0.575
1691,ITM11690,WH_L94,137,0.79,0.485
1692,ITM11691,WH_L13,29,0.86,0.496
1693,ITM11692,WH_L41,14,0.7,0.55
1694,ITM11693,WH_L55,176,0.91,0.609
1695,ITM11694,WH_L41,72,0.76,0.64
1696,ITM11695,WH_L86,41,0.84,0.538
1697,ITM11696,WH_L33,83,0.76,0.651
1698,ITM11697,WH_L48,177,0.71,0.547
1699,ITM11698,WH_L20,154,0.84,0.354
1700,ITM11699,WH_L88,110,0.83,0.895
1701,ITM11700,WH_L61,88,0.83,0.665
1702,ITM11701,WH_L9,169,0.76,0.47
1703,ITM11702,WH_L12,32,0.98,0.611
1704,ITM11703,WH_L11,65,0.7,0.727
1705,ITM11704,WH_L12,146,0.97,0.625
1706,ITM11705,WH_L56,115,0.92,0.688
1707,ITM11706,WH_L13,78,0.75,0.544
1708,ITM11707,WH_L96,31,0.84,0.528
1709,ITM11708,WH_L95,41,1.0,0.643
1710,ITM11709,WH_L48,11,0.89,0.621
1711,ITM11710,WH_L17,132,0.74,0.546
1712,ITM11711,WH_L72,94,0.84,0.461
