demand_id,item_id,daily_demand,demand_std_dev,forecasted_demand_next_7d,total_orders_last_month
1255,ITM11254,11.99,1.48,253.0,889
1256,ITM11255,18.29,4.59,123.68,866
1257,ITM11256,32.62,3.71,31.23,624
1258,ITM11257,27.79,6.73,149.56,977
1259,ITM11258,37.44,9.29,169.57,580
1260,ITM11259,17.61,2.85,189.13,533
1261,ITM11260,23.15,8.62,78.18,483
1262,ITM11261,6.0,9.24,292.25,542
1263,ITM11262,4.58,9.07,223.74,327
1264,ITM11263,23.65,9.54,218.84,395
1265,ITM11264,15.78,8.5,263.13,628
1266,ITM11265,31.03,6.14,17.58,287
1267,ITM11266,3.11,4.39,187.81,186
1268,ITM11267,6.97,5.17,247.17,212
1269,ITM11268,43.39,8.79,19.97,888
1270,ITM11269,28.75,3.36,229.28,896
1271,ITM11270,35.89,2.01,297.01,949
1272,ITM11271,42.26,1.84,182.09,342
1273,ITM11272,23.73,8.36,133.16,77
1274,ITM11273,38.29,7.73,141.55,305
1275,ITM11274,26.7,5.23,207.05,954
1276,ITM11275,11.91,3.11,175.29,852
1277,ITM11276,17.55,6.94,238.4,673
1278,ITM11277,25.03,0.87,132.27,801
1279,ITM11278,16.53,5.9,131.02,804
1280,ITM11279,17.44,4.29,226.33,714
1281,ITM11280,17.53,9.79,197.2,314
1282,ITM11281,7.02,5.32,235.65,613
1283,ITM11282,5.15,5.75,267.28,530
1284,ITM11283,3.28,7.27,86.39,450
1285,ITM11284,6.44,5.1,101.36,509
1286,ITM11285,17.84,2.63,162.82,826
1287,ITM11286,30.1,5.6,279.83,615
1288,ITM11287,10.22,9.47,252.06,182
1289,ITM11288,44.51,4.39,145.85,240
1290,ITM11289,40.61,6.96,176.2,173
1291,ITM11290,26.51,9.79,216.57,480
1292,ITM11291,36.49,8.38,161.58,267
1293,ITM11292,18.95,6.76,38.55,926
1294,ITM11293,2.8,7.49,112.29,452
1295,ITM11294,45.31,9.4,23.81,371
1296,ITM11295,7.26,9.62,204.26,350
1297,ITM11296,47.45,9.71,107.77,120
1298,ITM11297,29.02,6.44,224.13,263
1299,ITM11298,15.97,4.15,134.62,923
1300,ITM11299,25.28,1.76,23.22,594
1301,ITM11300,25.58,4.16,120.09,423
1302,ITM11301,2.14,9.46,73.42,385
1303,ITM11302,18.42,8.95,72.14,220
1304,ITM11303,37.25,5.47,119.51,393
1305,ITM11304,25.99,5.6,293.71,505
1306,ITM11305,12.97,3.43,288.42,911
1307,ITM11306,17.42,4.82,243.0,459
1308,ITM11307,43.29,7.29,81.19,350
1309,ITM11308,26.75,4.32,231.54,545
1310,ITM11309,26.89,2.29,14.46,340
1311,ITM11310,48.11,5.64,26.34,798
1312,ITM11311,16.72,2.64,252.36,898
1313,ITM11312,24.5,9.76,173.63,486
1314,ITM11313,40.77,4.21,118.26,151
1315,ITM11314,38.19,9.14,224.73,59
1316,ITM11315,14.02,2.64,43.17,90
1317,ITM11316,8.4,2.3,93.14,419
1318,ITM11317,35.33,6.36,221.01,175
1319,ITM11318,13.63,7.9,70.08,834
1320,ITM11319,46.21,5.88,184.19,432
1321,ITM11320,7.33,2.68,139.82,376
1322,ITM11321,16.6,0.86,68.69,499
1323,ITM11322,3.68,6.37,267.63,572
1324,ITM11323,35.46,1.74,136.3,880
1325,ITM11324,44.67,3.76,183.66,756
1326,ITM11325,32.16,6.92,83.38,991
1327,ITM11326,46.95,1.43,110.57,581
1328,ITM11327,7.3,1.71,24.21,958
1329,ITM11328,5.3,1.09,150.13,322
1330,ITM11329,42.08,9.96,110.01,551
1331,ITM11330,42.92,4.18,105.53,796
1332,ITM11331,41.72,9.11,268.08,536
1333,ITM11332,40.15,3.29,214.12,977
1334,ITM11333,18.75,7.66,142.61,276
1335,ITM11334,11.66,2.58,66.65,276
1336,ITM11335,46.51,5.23,292.24,915
1337,ITM11336,16.04,8.33,31.68,390
1338,ITM11337,20.52,8.26,49.47,321
1339,ITM11338,35.28,8.05,88.39,840
1340,ITM11339,15.37,8.33,286.81,444
1341,ITM11340,41.14,2.51,90.88,173
1342,ITM11341,4.43,5.08,152.51,959
1343,ITM11342,39.77,5.11,230.74,244
1344,ITM11343,30.49,8.96,279.46,632
1345,ITM11344,29.08,3.32,185.48,793
1346,ITM11345,23.46,9.35,121.44,222
1347,ITM11346,14.58,4.78,295.8,252
1348,ITM11347,23.74,6.86,17.59,82
1349,ITM11348,23.05,3.05,251.33,260
1350,ITM11349,29.6,4.4,90.45,862
1351,ITM11350,14.8,7.24,247.06,743
1352,ITM11351,4.8,5.37,57.03,802
1353,ITM11352,8.11,9.34,110.58,100
1354,ITM11353,35.26,7.5,26.23,932
1355,ITM11354,2.1,5.86,67.89,941
1356,ITM11355,42.97,8.92,184.81,904
1357,ITM11356,35.03,6.82,230.84,456
1358,ITM11357,38.64,6.65,274.26,590
1359,ITM11358,41.96,2.84,44.71,567
1360,ITM11359,7.01,4.25,50.77,984
1361,ITM11360,41.3,6.99,282.24,182
1362,ITM11361,25.73,8.97,232.13,145
1363,ITM11362,44.39,3.5,166.53,473
1364,ITM11363,44.44,2.55,148.25,907
1365,ITM11364,2.18,6.14,55.74,131
1366,ITM11365,19.76,1.14,120.0,838
1367,ITM11366,26.79,7.29,118.06,364
1368,ITM11367,34.24,7.18,198.02,778
1369,ITM11368,15.02,3.87,183.68,965
1370,ITM11369,13.35,8.98,27.32,329
1371,ITM11370,19.68,5.27,256.06,692
1372,ITM11371,25.55,6.63,281.89,135
1373,ITM11372,47.61,2.49,236.26,889
1374,ITM11373,38.34,4.46,61.73,415
1375,ITM11374,22.04,8.69,59.93,874
1376,ITM11375,3.66,2.52,220.57,415
1377,ITM11376,9.26,4.21,137.85,142
1378,ITM11377,23.34,3.52,235.85,120
1379,ITM11378,40.88,1.94,31.89,375
1380,ITM11379,19.65,3.25,217.77,556
1381,ITM11380,27.39,2.71,132.99,375
1382,ITM11381,44.7,9.27,18.99,893
1383,ITM11382,45.78,7.54,168.1,240
1384,ITM11383,11.57,3.5,212.72,263
1385,ITM11384,3.14,7.75,163.19,96
1386,ITM11385,15.97,0.71,45.64,779
1387,ITM11386,35.09,5.5,246.61,138
1388,ITM11387,47.6,2.88,101.95,836
1389,ITM11388,4.77,1.59,277.22,276
1390,ITM11389,2.4,8.9,272.99,446
1391,ITM11390,44.32,2.39,68.11,266
1392,ITM11391,37.66,8.31,148.15,801
1393,ITM11392,49.62,4.43,49.84,350
1394,ITM11393,20.44,0.64,206.55,465
1395,ITM11394,21.39,7.46,257.06,975
1396,ITM11395,9.44,6.17,198.03,902
1397,ITM11396,6.68,3.77,85.54,943
1398,ITM11397,29.36,3.17,32.13,219
1399,ITM11398,18.85,1.2,30.09,414
1400,ITM11399,4.94,9.44,187.17,281
1401,ITM11400,44.46,5.19,286.47,669
1402,ITM11401,10.72,1.31,211.63,377
1403,ITM11402,37.68,8.75,221.88,282
1404,ITM11403,14.83,3.15,105.5,731
1405,ITM11404,40.83,2.43,179.95,696
1406,ITM11405,6.8,3.17,101.81,692
1407,ITM11406,38.05,5.86,271.48,86
1408,ITM11407,5.81,1.2,48.43,820
1409,ITM11408,22.9,5.08,193.29,451
1410,ITM11409,36.97,9.01,221.95,685
1411,ITM11410,9.49,2.29,212.56,475
1412,ITM11411,15.0,3.65,84.62,954
1413,ITM11412,43.37,4.26,150.95,457
1414,ITM11413,44.37,6.07,202.37,824
1415,ITM11414,3.2,9.23,279.97,914
1416,ITM11415,9.24,4.25,154.9,266
1417,ITM11416,6.76,1.16,97.15,219
1418,ITM11417,9.8,3.81,122.09,659
1419,ITM11418,48.54,2.31,166.98,407
1420,ITM11419,28.03,6.69,293.14,235
1421,ITM11420,23.94,0.78,192.22,774
1422,ITM11421,49.24,3.27,54.87,919
1423,ITM11422,28.29,5.68,254.51,873
1424,ITM11423,33.39,3.13,62.62,793
1425,ITM11424,17.31,5.73,21.24,963
1426,ITM11425,19.72,1.59,39.06,728
1427,ITM11426,30.13,9.46,237.98,867
1428,ITM11427,4.42,3.26,271.55,210
1429,ITM11428,13.54,9.27,87.78,333
1430,ITM11429,10.64,3.6,154.45,233
1431,ITM11430,1.78,7.93,183.19,586
1432,ITM11431,27.31,2.84,131.42,191
1433,ITM11432,28.49,6.86,28.94,744
1434,ITM11433,19.81,3.58,26.43,645
1435,ITM11434,14.17,5.34,137.7,280
1436,ITM11435,32.95,6.9,241.38,517
1437,ITM11436,7.6,6.09,34.54,952
1438,ITM11437,26.41,5.97,69.65,437
1439,ITM11438,38.64,1.12,88.23,784
1440,ITM11439,9.05,2.87,172.15,207
1441,ITM11440,37.91,5.93,22.53,367
1442,ITM11441,38.28,0.67,259.41,234
1443,ITM11442,3.94,2.88,146.51,470
1444,ITM11443,1.92,2.68,150.72,232
1445,ITM11444,48.72,2.87,104.69,646
1446,ITM11445,10.48,5.59,71.48,626
1447,ITM11446,41.28,6.03,115.46,101
1448,ITM11447,28.53,9.14,274.89,52
1449,ITM11448,13.96,4.17,37.33,126
1450,ITM11449,7.37,9.3,27.61,696
1451,ITM11450,25.34,6.69,43.19,887
1452,ITM11451,20.96,9.17,235.32,631
1453,ITM11452,35.25,8.42,24.04,723
1454,ITM11453,45.3,7.03,106.62,657
1455,ITM11454,40.46,3.88,133.21,65
1456,ITM11455,14.45,2.79,157.06,279
1457,ITM11456,44.07,2.61,10.93,953
1458,ITM11457,41.84,9.55,151.16,966
1459,ITM11458,46.53,9.61,66.53,938
1460,ITM11459,23.47,7.39,38.38,316
1461,ITM11460,38.66,8.9,164.66,355
1462,ITM11461,29.99,9.23,225.8,904
1463,ITM11462,16.21,5.36,281.08,55
1464,ITM11463,49.73,6.48,274.67,159
1465,ITM11464,2.88,4.48,125.71,192
1466,ITM11465,8.95,4.48,214.18,956
1467,ITM11466,44.73,0.87,211.73,716
1468,ITM11467,3.97,4.62,129.51,256
1469,ITM11468,44.45,6.9,38.48,478
1470,ITM11469,36.05,4.51,120.78,215
1471,ITM11470,2.8,8.79,297.78,309
1472,ITM11471,22.04,3.66,170.96,734
1473,ITM11472,37.97,1.76,109.0,443
1474,ITM11473,29.57,8.21,225.71,170
1475,ITM11474,46.86,6.9,209.03,999
1476,ITM11475,43.51,2.8,177.85,462
1477,ITM11476,17.3,5.6,194.86,189
1478,ITM11477,5.15,4.32,179.63,217
1479,ITM11478,47.27,9.42,287.32,133
1480,ITM11479,26.35,6.27,157.65,470
1481,ITM11480,4.65,2.0,181.16,755
1482,ITM11481,41.01,5.27,146.78,837
1483,ITM11482,43.56,8.69,184.06,317
1484,ITM11483,32.33,6.88,268.34,87
1485,ITM11484,22.93,8.5,108.53,975
1486,ITM11485,33.45,2.88,153.81,352
1487,ITM11486,35.63,8.94,140.1,387
1488,ITM11487,44.76,7.68,125.41,803
1489,ITM11488,47.84,7.42,248.1,379
1490,ITM11489,26.2,3.79,77.26,248
1491,ITM11490,40.13,8.93,154.98,859
1492,ITM11491,48.26,6.56,278.14,54
1493,ITM11492,8.41,8.59,56.76,481
1494,ITM11493,1.9,3.93,11.35,420
1495,ITM11494,43.58,1.88,86.91,944
1496,ITM11495,10.57,3.66,277.47,916
1497,ITM11496,3.08,4.83,35.41,152
1498,ITM11497,8.84,5.57,49.75,484
1499,ITM11498,19.82,5.35,102.9,957
1500,ITM11499,11.74,5.69,233.21,699
1501,ITM11500,15.96,8.5,227.87,854
1502,ITM11501,48.79,2.12,35.25,430
1503,ITM11502,35.52,3.5,280.81,115
1504,ITM11503,35.9,8.94,79.26,628
1505,ITM11504,5.64,5.82,91.38,319
1506,ITM11505,36.87,6.04,122.06,96
1507,ITM11506,37.23,5.04,194.0,965
1508,ITM11507,33.33,5.72,161.18,414
1509,ITM11508,12.19,2.38,279.3,930
1510,ITM11509,21.73,5.7,173.74,229
1511,ITM11510,42.47,9.97,258.54,117
1512,ITM11511,33.84,5.88,32.68,164
1513,ITM11512,36.91,0.92,258.21,75
1514,ITM11513,29.78,8.07,67.34,608
1515,ITM11514,23.03,4.27,115.14,256
1516,ITM11515,38.19,1.96,102.77,122
1517,ITM11516,4.33,8.69,107.81,308
1518,ITM11517,33.98,2.38,276.42,435
1519,ITM11518,49.86,9.25,138.06,986
1520,ITM11519,39.23,4.7,87.71,79
1521,ITM11520,15.24,7.56,95.38,470
1522,ITM11521,14.61,5.7,242.97,52
1523,ITM11522,33.69,2.94,166.34,570
1524,ITM11523,44.9,6.88,140.35,569
1525,ITM11524,29.32,9.6,278.78,570
1526,ITM11525,26.84,7.81,279.7,937
1527,ITM11526,8.86,6.24,229.27,450
1528,ITM11527,36.06,9.91,160.22,713
1529,ITM11528,35.41,3.02,43.82,703
1530,ITM11529,48.38,1.09,215.31,999
1531,ITM11530,15.71,0.81,246.38,897
1532,ITM11531,38.07,7.25,257.09,323
1533,ITM11532,22.27,8.39,178.74,521
1534,ITM11533,28.37,6.53,188.88,984
1535,ITM11534,41.01,9.1,215.69,421
1536,ITM11535,11.88,7.13,263.44,480
1537,ITM11536,17.8,4.02,23.17,588
1538,ITM11537,38.89,2.22,173.33,397
1539,ITM11538,28.95,9.28,117.04,120
1540,ITM11539,5.53,1.48,251.62,531
1541,ITM11540,22.08,5.66,48.81,780
1542,ITM11541,29.75,3.48,273.81,851
1543,ITM11542,45.57,3.08,45.96,305
1544,ITM11543,10.24,6.64,35.9,152
1545,ITM11544,40.49,2.7,110.48,196
1546,ITM11545,7.4,9.21,298.47,951
1547,ITM11546,12.87,4.36,193.8,719
1548,ITM11547,12.92,6.94,17.67,909
1549,ITM11548,44.0,7.41,82.29,189
1550,ITM11549,10.75,6.99,53.26,704
1551,ITM11550,39.56,9.08,10.29,670
1552,ITM11551,23.63,2.7,159.33,472
1553,ITM11552,49.96,1.32,120.52,920
1554,ITM11553,42.12,1.03,187.85,881
1555,ITM11554,37.25,8.84,72.75,113
1556,ITM11555,43.67,9.75,251.01,320
1557,ITM11556,32.07,3.37,121.12,747
1558,ITM11557,42.34,7.09,150.04,917
1559,ITM11558,13.8,0.58,222.42,884
1560,ITM11559,5.79,2.29,58.19,562
1561,ITM11560,31.18,7.05,86.08,56
1562,ITM11561,22.3,1.13,54.88,442
1563,ITM11562,21.9,4.95,232.74,50
1564,ITM11563,26.81,6.79,38.28,310
1565,ITM11564,18.71,7.78,151.81,96
1566,ITM11565,31.68,4.81,227.47,917
1567,ITM11566,2.5,6.49,157.25,827
1568,ITM11567,48.52,5.63,157.52,51
1569,ITM11568,46.31,1.0,28.47,584
1570,ITM11569,46.83,7.56,237.03,408
1571,ITM11570,18.89,2.14,185.16,526
1572,ITM11571,27.06,0.8,203.58,964
1573,ITM11572,47.75,4.79,232.08,471
1574,ITM11573,45.21,8.72,172.58,864
1575,ITM11574,39.72,1.93,157.5,645
1576,ITM11575,20.96,0.62,202.32,253
1577,ITM11576,28.65,1.54,271.0,276
1578,ITM11577,39.85,3.95,195.16,997
1579,ITM11578,14.38,6.01,238.61,813
1580,ITM11579,31.7,2.33,149.28,866
1581,ITM11580,41.57,8.12,180.98,200
1582,ITM11581,35.67,7.66,62.24,296
1583,ITM11582,24.49,7.11,151.67,867
1584,ITM11583,29.65,5.13,53.18,66
1585,ITM11584,49.45,3.97,145.44,353
1586,ITM11585,30.5,4.07,28.84,938
1587,ITM11586,39.5,5.28,177.1,563
1588,ITM11587,36.6,1.23,93.15,246
1589,ITM11588,35.37,6.98,254.08,495
1590,ITM11589,36.1,3.84,119.12,390
1591,ITM11590,23.27,2.64,276.15,830
1592,ITM11591,24.23,3.14,147.14,110
1593,ITM11592,23.93,2.21,256.17,316
1594,ITM11593,2.63,9.06,96.21,146
1595,ITM11594,12.81,2.11,140.96,332
1596,ITM11595,8.57,8.89,193.76,296
1597,ITM11596,44.44,5.94,85.01,84
1598,ITM11597,14.47,8.74,200.63,835
1599,ITM11598,7.78,5.0,93.69,518
1600,ITM11599,6.87,9.31,150.44,117
1601,ITM11600,35.3,2.51,16.78,238
1602,ITM11601,1.3,5.77,32.67,90
1603,ITM11602,24.09,1.7,75.86,657
1604,ITM11603,6.82,4.75,243.88,732
1605,ITM11604,42.63,5.91,201.51,994
1606,ITM11605,47.96,6.25,269.1,956
1607,ITM11606,47.98,3.97,272.37,116
1608,ITM11607,22.66,1.23,118.65,996
1609,ITM11608,32.58,6.73,116.58,357
1610,ITM11609,30.39,5.14,252.37,168
1611,ITM11610,18.15,1.8,133.67,902
1612,ITM11611,22.76,9.39,258.59,732
1613,ITM11612,4.15,9.58,156.72,235
1614,ITM11613,39.99,8.64,133.17,119
1615,ITM11614,12.8,8.52,90.93,806
1616,ITM11615,23.57,1.44,46.68,974
1617,ITM11616,24.55,9.94,162.51,720
1618,ITM11617,28.47,4.3,104.32,333
1619,ITM11618,41.08,2.05,82.34,668
1620,ITM11619,34.9,8.21,59.2,995
1621,ITM11620,33.49,2.64,122.7,597
1622,ITM11621,26.81,5.5,171.2,397
1623,ITM11622,5.7,1.72,252.74,964
1624,ITM11623,20.7,5.01,247.86,244
1625,ITM11624,47.91,5.8,257.97,829
1626,ITM11625,49.78,4.74,177.11,533
1627,ITM11626,36.79,1.16,172.27,637
1628,ITM11627,12.15,5.11,272.49,329
1629,ITM11628,5.99,4.95,93.68,882
1630,ITM11629,21.32,2.99,52.18,397
1631,ITM11630,42.97,9.26,34.0,641
1632,ITM11631,36.37,4.47,265.5,966
1633,ITM11632,44.31,8.71,117.81,527
1634,ITM11633,31.17,1.54,154.63,147
1635,ITM11634,7.39,3.53,242.89,331
1636,ITM11635,6.63,2.18,118.22,679
1637,ITM11636,3.35,4.38,261.71,468
1638,ITM11637,28.79,1.56,103.29,272
1639,ITM11638,12.9,4.69,222.39,301
1640,ITM11639,36.98,3.86,203.54,129
1641,ITM11640,34.63,2.62,68.39,875
1642,ITM11641,16.59,6.6,46.1,731
1643,ITM11642,9.66,9.53,42.35,462
1644,ITM11643,6.02,2.47,198.77,718
1645,ITM11644,37.13,7.26,13.75,442
1646,ITM11645,23.07,7.55,201.6,383
1647,ITM11646,16.85,5.23,236.77,938
1648,ITM11647,42.98,9.03,97.73,377
1649,ITM11648,30.09,9.68,226.25,51
1650,ITM11649,26.38,3.94,57.96,252
1651,ITM11650,37.43,6.68,288.54,307
1652,ITM11651,40.96,6.79,77.3,812
1653,ITM11652,34.62,4.33,151.63,416
1654,ITM11653,22.56,3.51,294.34,195
1655,ITM11654,19.59,9.37,273.07,886
1656,ITM11655,38.81,8.0,201.24,427
1657,ITM11656,26.38,1.59,117.07,490
1658,ITM11657,35.51,1.64,213.03,504
1659,ITM11658,44.63,9.26,143.48,456
1660,ITM11659,45.88,1.27,41.56,836
1661,ITM11660,14.61,7.04,240.83,68
1662,ITM11661,10.21,2.65,262.77,929
1663,ITM11662,13.8,0.83,128.21,482
1664,ITM11663,37.82,1.07,203.06,478
1665,ITM11664,19.13,4.05,18.81,301
1666,ITM11665,9.5,1.24,67.2,845
1667,ITM11666,5.82,6.17,175.38,892
1668,ITM11667,17.04,6.65,89.48,611
1669,ITM11668,7.67,4.05,283.87,956
1670,ITM11669,8.66,7.56,252.74,872
1671,ITM11670,34.51,5.16,199.95,698
1672,ITM11671,1.97,4.59,299.66,959
1673,ITM11672,6.76,4.37,80.54,787
1674,ITM11673,42.37,4.6,276.55,270
1675,ITM11674,42.4,9.69,98.33,162
1676,ITM11675,17.13,6.97,183.01,198
1677,ITM11676,5.31,3.49,135.97,609
1678,ITM11677,35.54,7.47,138.53,107
1679,ITM11678,18.65,3.64,231.13,246
1680,ITM11679,3.23,1.69,110.79,786
1681,ITM11680,8.73,5.02,157.18,698
1682,ITM11681,7.72,7.63,71.4,756
1683,ITM11682,29.87,4.09,231.41,767
1684,ITM11683,45.01,8.76,170.06,67
1685,ITM11684,39.86,4.18,83.97,829
1686,ITM11685,27.78,3.82,87.12,264
1687,ITM11686,21.69,9.98,95.13,767
1688,ITM11687,31.32,5.08,212.79,685
1689,ITM11688,22.75,8.15,182.58,65
1690,ITM11689,13.06,8.15,248.45,726
1691,ITM11690,34.28,9.3,175.74,709
1692,ITM11691,43.79,1.31,98.93,837
1693,ITM11692,19.27,3.08,289.23,448
1694,ITM11693,42.24,7.79,266.97,282
1695,ITM11694,22.12,5.84,90.86,74
1696,ITM11695,20.67,5.82,274.68,450
1697,ITM11696,2.39,2.08,218.84,829
1698,ITM11697,35.07,3.17,130.26,414
1699,ITM11698,40.57,5.45,145.39,987
1700,ITM11699,33.51,3.13,139.45,344
1701,ITM11700,8.42,2.5,241.09,486
1702,ITM11701,6.06,1.33,60.9,120
1703,ITM11702,29.07,1.98,27.01,761
1704,ITM11703,20.67,7.8,154.55,608
1705,ITM11704,22.03,7.33,94.22,74
1706,ITM11705,48.42,0.94,173.54,774
1707,ITM11706,36.47,2.43,293.68,995
1708,ITM11707,21.18,5.82,204.72,423
1709,ITM11708,1.94,3.56,288.17,594
1710,ITM11709,2.67,8.32,222.3,507
1711,ITM11710,34.56,7.96,32.02,263
1712,ITM11711,42.05,8.97,267.9,260
1713,ITM11712,35.68,5.85,67.69,590
1714,ITM11713,20.89,3.84,260.79,820
1715,ITM11714,2.53,6.26,227.23,88
1716,ITM11715,48.4,1.35,253.2,309
1717,ITM11716,49.33,0.59,83.54,726
1718,ITM11717,27.92,0.66,244.15,144
1719,ITM11718,4.46,4.37,187.0,439
1720,ITM11719,27.51,2.67,33.74,269
1721,ITM11720,44.72,1.99,267.85,955
1722,ITM11721,34.32,6.35,264.28,317
1723,ITM11722,36.28,9.95,175.88,543
1724,ITM11723,5.16,2.19,141.26,679
1725,ITM11724,6.22,5.69,126.16,115
1726,ITM11725,7.24,1.64,184.79,436
1727,ITM11726,45.31,9.38,254.09,242
1728,ITM11727,26.77,3.27,174.12,369
1729,ITM11728,39.79,8.84,47.6,596
1730,ITM11729,6.65,3.19,98.79,969
1731,ITM11730,46.45,8.16,203.79,224
1732,ITM11731,41.24,2.49,197.58,161
1733,ITM11732,12.01,3.28,160.48,357
1734,ITM11733,43.83,2.33,79.74,851
1735,ITM11734,13.91,3.01,88.47,389
1736,ITM11735,11.06,8.43,150.43,129
1737,ITM11736,13.95,6.57,124.4,527
1738,ITM11737,45.59,4.36,101.62,160
1739,ITM11738,45.86,9.73,250.54,536
1740,ITM11739,17.12,4.92,156.17,970
1741,ITM11740,35.57,9.71,155.89,502
1742,ITM11741,34.11,2.37,134.14,462
1743,ITM11742,40.52,9.09,207.46,653
1744,ITM11743,15.53,0.63,60.94,998
1745,ITM11744,26.0,5.68,283.64,235
1746,ITM11745,33.72,4.52,40.34,602
1747,ITM11746,2.29,5.49,215.99,136
1748,ITM11747,19.46,5.76,214.25,273
1749,ITM11748,35.1,4.2,43.04,100
1750,ITM11749,13.38,9.98,297.98,175
1751,ITM11750,47.93,9.78,19.95,195
1752,ITM11751,2.48,9.64,115.76,90
1753,ITM11752,47.95,9.8,133.18,404
1754,ITM11753,11.62,8.03,242.81,494
1755,ITM11754,3.39,9.89,18.65,412
1756,ITM11755,15.33,8.98,171.54,585
1757,ITM11756,39.53,4.45,69.16,864
1758,ITM11757,37.87,7.96,176.05,333
1759,ITM11758,11.23,9.16,197.44,85
1760,ITM11759,10.64,7.27,19.9,326
1761,ITM11760,32.49,4.52,29.56,745
1762,ITM11761,23.45,1.13,34.72,374
1763,ITM11762,39.82,8.19,257.16,715
1764,ITM11763,2.18,9.55,278.73,231
1765,ITM11764,30.91,3.94,136.94,520
1766,ITM11765,36.8,1.94,263.69,861
1767,ITM11766,49.68,3.6,148.1,466
1768,ITM11767,34.26,6.03,126.33,715
1769,ITM11768,12.36,3.51,164.06,938
1770,ITM11769,6.3,6.3,239.15,199
1771,ITM11770,32.4,9.69,74.89,453
1772,ITM11771,26.64,6.87,97.5,563
1773,ITM11772,45.06,3.95,256.17,858
1774,ITM11773,36.6,9.39,275.63,615
1775,ITM11774,25.98,5.87,45.67,490
1776,ITM11775,20.78,1.72,214.43,963
1777,ITM11776,20.81,5.24,12.79,950
1778,ITM11777,12.09,6.71,81.39,295
1779,ITM11778,1.85,8.46,29.9,95
1780,ITM11779,29.17,9.4,159.46,124
1781,ITM11780,11.41,3.52,109.58,198
1782,ITM11781,11.21,1.98,49.9,455
1783,ITM11782,7.14,1.2,10.09,52
1784,ITM11783,10.29,7.51,122.63,58
1785,ITM11784,2.56,8.05,95.4,563
1786,ITM11785,34.04,4.39,23.54,287
1787,ITM11786,20.67,4.26,257.01,589
1788,ITM11787,28.51,9.57,129.13,339
1789,ITM11788,32.21,9.21,234.69,230
1790,ITM11789,48.65,2.72,132.39,364
1791,ITM11790,4.35,7.92,29.58,315
1792,ITM11791,21.48,6.42,124.34,132
1793,ITM11792,13.05,1.97,266.98,910
1794,ITM11793,24.36,3.89,12.25,814
1795,ITM11794,46.1,2.19,269.64,307
1796,ITM11795,36.48,3.3,200.45,609
1797,ITM11796,33.44,6.35,298.73,695
1798,ITM11797,22.62,4.07,275.67,861
1799,ITM11798,33.88,4.24,262.0,999
1800,ITM11799,2.59,5.63,20.88,248
1801,ITM11800,29.73,1.33,91.27,341
1802,ITM11801,28.14,7.52,118.68,697
1803,ITM11802,17.99,4.32,212.95,132
1804,ITM11803,10.87,5.06,198.11,315
1805,ITM11804,40.57,9.76,59.79,466
1806,ITM11805,3.64,3.77,223.68,919
1807,ITM11806,4.41,6.66,55.13,780
1808,ITM11807,22.59,4.23,142.37,910
1809,ITM11808,13.38,9.0,177.83,68
1810,ITM11809,37.53,8.54,262.5,579
1811,ITM11810,32.08,2.8,193.08,420
1812,ITM11811,38.85,7.07,286.9,740
1813,ITM11812,16.91,1.12,298.4,72
1814,ITM11813,37.29,9.65,157.56,434
1815,ITM11814,43.25,3.82,24.93,876
1816,ITM11815,17.92,8.4,18.21,805
1817,ITM11816,17.65,3.53,258.14,668
1818,ITM11817,45.1,6.51,154.96,692
1819,ITM11818,3.44,9.84,116.37,571
1820,ITM11819,18.16,8.83,92.49,428
1821,ITM11820,6.81,2.02,91.72,760
1822,ITM11821,2.42,5.7,31.12,866
1823,ITM11822,6.53,3.81,97.87,873
1824,ITM11823,22.13,4.63,196.99,139
1825,ITM11824,34.66,3.68,121.71,193
1826,ITM11825,15.17,3.69,284.87,856
1827,ITM11826,42.63,5.65,203.77,670
1828,ITM11827,22.44,2.32,260.55,913
1829,ITM11828,48.44,5.61,43.11,253
1830,ITM11829,47.75,3.15,140.65,605
1831,ITM11830,38.89,3.25,22.02,569
1832,ITM11831,46.69,7.52,269.55,441
1833,ITM11832,35.65,0.78,52.59,350
1834,ITM11833,44.88,4.12,243.57,956
1835,ITM11834,12.59,4.37,277.91,554
1836,ITM11835,17.93,5.11,138.15,914
1837,ITM11836,37.89,6.86,122.91,202
1838,ITM11837,21.8,4.01,184.03,578
1839,ITM11838,42.03,2.52,224.7,388
1840,ITM11839,44.0,8.91,197.23,798
1841,ITM11840,15.69,9.82,10.33,561
1842,ITM11841,41.35,0.69,237.92,384
1843,ITM11842,8.56,5.69,52.74,558
1844,ITM11843,17.38,3.75,140.41,105
1845,ITM11844,26.38,3.13,91.88,605
1846,ITM11845,12.1,3.69,279.09,870
1847,ITM11846,29.38,6.57,155.61,802
1848,ITM11847,29.36,2.31,161.43,980
1849,ITM11848,11.14,9.17,32.08,600
1850,ITM11849,39.99,4.93,270.23,179
1851,ITM11850,31.95,3.59,79.32,147
1852,ITM11851,16.57,7.77,130.05,842
1853,ITM11852,12.38,0.66,295.74,471
1854,ITM11853,44.06,4.6,43.03,129
1855,ITM11854,41.95,3.88,218.37,337
1856,ITM11855,12.26,3.71,85.44,896
1857,ITM11856,2.74,3.7,131.74,795
1858,ITM11857,40.42,0.8,131.28,895
1859,ITM11858,31.16,1.95,280.35,218
1860,ITM11859,5.94,1.85,13.01,128
