item_id,category,unit_price,handling_cost_per_unit,holding_cost_per_unit_day,item_popularity_score
ITM11031,Apparel,180.19,0.55,0.61,0.19
ITM11032,Electronics,195.05,3.57,1.3,0.22
ITM11033,Groceries,120.08,4.3,1.86,0.81
ITM11034,Pharma,72.2,2.61,0.48,0.49
ITM11035,Electronics,71.17,4.23,1.85,0.22
ITM11036,Apparel,82.0,4.02,1.36,0.41
ITM11037,Groceries,126.41,3.52,1.99,0.56
ITM11038,Apparel,103.14,2.5,1.5,0.87
ITM11039,Apparel,134.19,1.72,1.37,0.68
ITM11040,Groceries,17.47,4.37,1.65,0.26
ITM11041,Apparel,30.12,3.42,0.43,0.24
ITM11042,Groceries,195.54,4.09,1.9,0.47
ITM11043,Electronics,199.12,2.98,0.41,0.17
ITM11044,Groceries,151.87,1.27,0.15,0.78
ITM11045,Groceries,58.72,4.91,1.43,0.46
ITM11046,Pharma,191.14,1.32,0.45,0.41
ITM11047,Groceries,50.6,4.6,1.54,0.56
ITM11048,Groceries,148.97,1.44,1.61,0.74
ITM11049,Electronics,31.9,2.18,0.55,0.61
ITM11050,Pharma,133.29,2.48,0.26,0.82
ITM11051,Automotive,154.31,4.65,1.05,0.67
ITM11052,Electronics,173.33,4.5,1.79,0.81
ITM11053,Electronics,149.52,4.2,1.71,0.73
ITM11054,Automotive,185.46,2.2,0.32,0.27
ITM11055,Groceries,108.98,0.52,1.93,0.15
ITM11056,Apparel,138.71,3.57,0.6,0.91
ITM11057,Pharma,80.21,2.35,0.76,0.95
ITM11058,Apparel,11.97,3.91,0.38,0.75
ITM11059,Automotive,153.77,4.08,0.82,0.75
ITM11060,Electronics,175.27,2.48,1.31,0.34
ITM11061,Electronics,43.05,3.87,1.06,0.59
ITM11062,Pharma,15.44,4.28,1.67,0.99
ITM11063,Electronics,41.26,4.68,1.32,0.87
ITM11064,Electronics,180.1,3.12,0.6,0.37
ITM11065,Pharma,66.15,4.0,1.16,0.37
ITM11066,Pharma,54.4,2.73,0.22,0.54
ITM11067,Automotive,12.77,0.69,1.2,0.46
ITM11068,Electronics,66.44,1.2,0.84,0.43
ITM11069,Electronics,145.97,1.08,0.29,0.66
ITM11070,Automotive,192.23,1.27,0.68,0.11
ITM11071,Groceries,69.42,0.55,1.81,0.79
ITM11072,Groceries,55.73,4.36,1.21,0.77
ITM11073,Groceries,178.73,3.02,1.82,0.85
ITM11074,Automotive,171.98,2.22,0.88,0.86
ITM11075,Electronics,72.35,2.34,1.96,0.61
ITM11076,Automotive,23.07,2.59,0.78,0.8
ITM11077,Automotive,198.48,0.83,1.54,0.54
ITM11078,Groceries,139.33,1.74,0.68,0.96
ITM11079,Apparel,186.05,4.33,0.3,0.27
ITM11080,Electronics,74.96,3.85,1.68,0.92
ITM11081,Groceries,133.06,3.04,1.55,0.33
ITM11082,Apparel,138.15,2.66,1.66,0.19
ITM11083,Apparel,175.85,1.67,0.67,0.5
ITM11084,Pharma,198.68,2.62,1.44,0.65
ITM11085,Electronics,30.65,3.19,0.52,0.31
ITM11086,Apparel,129.91,3.71,0.12,0.6
ITM11087,Groceries,73.92,1.25,1.75,0.83
ITM11088,Pharma,164.22,4.16,1.09,0.33
ITM11089,Electronics,153.29,2.06,1.97,0.62
ITM11090,Automotive,179.58,2.76,0.83,0.41
ITM11091,Groceries,75.3,3.24,1.92,0.58
ITM11092,Apparel,45.06,2.7,1.27,0.7
ITM11093,Apparel,14.14,3.07,1.07,0.42
ITM11094,Groceries,58.55,1.0,0.68,1.0
ITM11095,Apparel,79.76,2.44,1.67,0.61
ITM11096,Pharma,189.75,1.76,1.67,0.84
ITM11097,Electronics,103.36,0.89,0.89,0.75
ITM11098,Pharma,115.72,1.36,1.48,0.87
ITM11099,Apparel,177.22,3.21,0.95,0.26
ITM11100,Automotive,178.16,1.39,1.51,0.3
ITM11101,Electronics,110.3,1.31,1.99,0.54
ITM11102,Electronics,31.6,2.99,0.6,0.87
ITM11103,Groceries,61.4,4.57,1.3,0.28
ITM11104,Groceries,96.81,4.05,0.82,0.97
ITM11105,Automotive,152.72,4.57,1.14,0.21
ITM11106,Electronics,145.22,3.12,1.76,0.26
ITM11107,Automotive,132.11,2.34,0.76,0.25
ITM11108,Groceries,177.25,3.78,0.24,0.63
ITM11109,Groceries,162.5,1.68,1.62,0.93
ITM11110,Electronics,196.6,0.85,1.15,0.33
ITM11111,Pharma,178.94,2.05,0.95,0.6
ITM11112,Apparel,47.17,1.85,0.45,0.26
ITM11113,Groceries,20.95,3.54,0.28,0.67
ITM11114,Groceries,88.76,2.98,0.63,0.21
ITM11115,Pharma,127.33,1.12,1.47,0.54
ITM11116,Pharma,132.19,4.59,0.88,0.69
ITM11117,Automotive,60.83,3.17,1.18,0.62
ITM11118,Automotive,173.38,2.56,0.26,0.23
ITM11119,Apparel,72.56,4.72,0.33,0.25
ITM11120,Apparel,184.63,0.94,0.12,0.7
ITM11121,Electronics,99.6,4.05,1.38,0.83
ITM11122,Automotive,11.97,2.14,0.6,0.92
ITM11123,Groceries,40.79,3.63,1.94,0.83
ITM11124,Automotive,29.44,4.69,0.69,0.98
ITM11125,Groceries,18.36,2.83,0.79,0.47
ITM11126,Pharma,145.66,0.6,0.99,0.4
ITM11127,Automotive,46.54,0.63,0.71,0.13
ITM11128,Pharma,169.34,1.99,1.65,0.5
ITM11129,Apparel,60.25,4.02,1.76,0.69
ITM11130,Apparel,16.14,1.8,0.12,0.83
ITM11131,Electronics,165.93,2.01,1.34,0.34
ITM11132,Automotive,98.57,4.03,1.4,0.56
ITM11133,Pharma,123.91,1.02,1.93,0.7
ITM11134,Groceries,73.88,4.31,0.8,0.6
ITM11135,Apparel,18.75,1.7,0.47,0.35
ITM11136,Apparel,80.33,0.73,1.09,0.82
ITM11137,Groceries,108.47,1.03,0.95,0.26
ITM11138,Pharma,12.22,4.79,1.6,0.91
ITM11139,Pharma,119.12,2.53,1.82,0.96
ITM11140,Automotive,179.68,1.65,0.26,0.43
ITM11141,Automotive,51.39,2.85,1.71,0.44
ITM11142,Electronics,186.09,3.57,1.83,0.77
ITM11143,Apparel,28.55,1.93,1.86,0.51
ITM11144,Automotive,166.83,3.76,1.55,0.13
ITM11145,Pharma,169.66,1.64,1.51,0.93
ITM11146,Groceries,58.97,1.01,0.13,0.49
ITM11147,Pharma,191.99,2.97,1.85,0.28
ITM11148,Apparel,89.15,1.18,0.77,0.6
ITM11149,Pharma,36.84,4.73,0.18,0.3
ITM11150,Electronics,122.43,0.5,0.88,0.29
ITM11151,Apparel,199.36,3.9,1.49,0.59
ITM11152,Groceries,180.87,1.76,0.94,0.45
ITM11153,Electronics,62.93,4.31,1.54,0.62
ITM11154,Apparel,119.63,0.77,1.07,1.0
ITM11155,Groceries,31.92,4.79,0.67,0.87
ITM11156,Electronics,97.75,0.96,0.49,0.11
ITM11157,Electronics,109.38,4.05,0.9,0.15
ITM11158,Apparel,69.9,2.83,0.17,0.65
ITM11159,Automotive,102.0,2.44,0.9,0.66
ITM11160,Electronics,184.79,1.76,0.23,0.89
ITM11161,Electronics,105.03,4.29,1.77,0.67
ITM11162,Groceries,167.89,1.4,1.19,0.3
ITM11163,Pharma,70.3,3.75,1.33,0.52
ITM11164,Apparel,194.57,2.51,0.65,0.83
ITM11165,Apparel,27.76,4.99,0.53,0.93
ITM11166,Automotive,121.26,3.25,1.45,0.31
ITM11167,Automotive,160.08,0.97,1.38,0.59
ITM11168,Apparel,164.67,2.39,0.33,0.24
ITM11169,Automotive,47.67,0.8,0.55,0.55
ITM11170,Groceries,86.31,1.79,1.9,0.18
ITM11171,Apparel,128.6,2.04,0.68,0.95
ITM11172,Automotive,70.02,4.34,0.15,0.67
ITM11173,Apparel,135.08,4.27,0.22,0.87
ITM11174,Pharma,81.97,0.55,1.57,1.0
ITM11175,Electronics,76.66,2.9,1.54,0.26
ITM11176,Apparel,30.53,1.51,0.83,0.72
ITM11177,Electronics,17.46,1.94,0.39,0.9
ITM11178,Automotive,168.7,0.6,1.05,0.62
ITM11179,Electronics,103.01,3.87,0.73,0.68
ITM11180,Apparel,116.95,4.78,0.81,0.47
ITM11181,Pharma,80.72,1.49,0.6,0.71
ITM11182,Automotive,35.98,2.04,0.22,0.46
ITM11183,Apparel,95.42,1.43,1.6,0.53
ITM11184,Automotive,53.5,4.69,1.27,0.19
ITM11185,Groceries,169.16,0.54,1.69,0.11
ITM11186,Electronics,197.49,3.13,1.06,0.15
ITM11187,Groceries,178.93,4.42,1.97,0.27
ITM11188,Apparel,110.37,1.34,1.93,0.51
ITM11189,Pharma,129.35,3.15,0.62,0.12
ITM11190,Automotive,190.14,0.73,0.84,0.24
ITM11191,Electronics,112.35,4.17,1.53,0.8
ITM11192,Automotive,131.33,1.73,1.58,0.79
ITM11193,Apparel,129.55,4.95,1.83,0.81
ITM11194,Automotive,144.54,4.65,1.34,0.93
ITM11195,Electronics,131.65,3.8,1.0,0.21
ITM11196,Apparel,137.43,2.74,0.82,0.25
ITM11197,Automotive,147.92,3.95,0.9,0.4
ITM11198,Pharma,163.73,1.09,1.72,0.92
ITM11199,Apparel,86.58,1.9,1.96,0.8
ITM11200,Apparel,151.71,0.62,0.2,0.39
ITM11201,Pharma,29.04,3.4,1.2,0.18
ITM11202,Groceries,176.48,4.12,1.09,0.65
ITM11203,Electronics,65.11,4.76,0.81,0.33
ITM11204,Groceries,86.66,3.59,1.72,0.58
ITM11205,Automotive,162.69,3.79,1.19,0.95
ITM11206,Pharma,131.03,4.53,0.69,0.62
ITM11207,Groceries,68.64,4.71,0.94,0.93
ITM11208,Apparel,52.83,2.71,0.78,0.45
ITM11209,Automotive,191.97,0.99,0.92,0.67
ITM11210,Automotive,26.68,2.6,0.24,0.9
ITM11211,Groceries,10.82,3.0,0.31,0.63
ITM11212,Groceries,137.86,3.34,1.29,0.65
ITM11213,Pharma,126.75,4.95,1.4,0.74
ITM11214,Electronics,150.15,4.63,1.31,0.89
ITM11215,Groceries,149.01,2.28,1.55,0.18
ITM11216,Groceries,174.02,1.01,1.89,0.4
ITM11217,Apparel,185.2,1.47,1.74,0.46
ITM11218,Automotive,157.25,1.28,0.9,0.92
ITM11219,Electronics,54.14,2.1,0.51,0.96
ITM11220,Apparel,98.06,4.44,0.69,0.21
ITM11221,Pharma,131.93,2.47,1.22,0.21
ITM11222,Pharma,112.48,3.05,1.73,0.94
ITM11223,Groceries,40.19,1.31,1.43,0.37
ITM11224,Groceries,121.96,2.72,1.13,0.32
ITM11225,Pharma,178.44,4.43,1.24,0.13
ITM11226,Groceries,89.52,3.98,1.1,0.35
ITM11227,Electronics,137.1,0.87,1.95,0.72
ITM11228,Groceries,127.03,4.38,1.65,0.48
ITM11229,Automotive,81.64,1.73,1.58,0.57
ITM11230,Groceries,117.4,3.5,1.08,0.93
ITM11231,Apparel,49.94,1.16,0.73,0.2
ITM11232,Electronics,113.76,3.54,0.14,0.16
ITM11233,Apparel,161.78,0.66,0.18,0.87
ITM11234,Apparel,154.2,3.2,0.16,0.8
ITM11235,Automotive,78.01,3.41,1.96,0.34
ITM11236,Electronics,31.3,1.6,0.32,0.39
ITM11237,Electronics,161.99,4.72,0.37,0.38
ITM11238,Electronics,60.36,0.71,1.02,0.68
ITM11239,Electronics,20.08,4.51,1.01,0.16
ITM11240,Electronics,94.59,2.22,1.85,0.54
ITM11241,Automotive,150.5,3.71,0.24,0.22
ITM11242,Groceries,163.61,3.43,1.92,0.84
ITM11243,Apparel,196.62,1.26,0.51,0.44
ITM11244,Electronics,45.99,1.94,1.94,0.57
ITM11245,Groceries,65.82,2.88,1.13,0.13
ITM11246,Groceries,125.8,4.31,1.34,0.15
ITM11247,Apparel,164.16,4.8,0.7,0.71
ITM11248,Automotive,54.47,0.59,1.26,0.79
ITM11249,Pharma,87.88,2.09,1.45,0.74
ITM11250,Pharma,87.6,3.51,0.12,0.76
ITM11251,Groceries,156.86,2.87,0.17,0.19
ITM11252,Apparel,55.78,4.74,1.97,0.72
ITM11253,Pharma,194.06,0.58,0.97,0.26
ITM11254,Groceries,106.99,2.47,1.88,0.19
ITM11255,Automotive,63.59,3.51,1.49,0.78
ITM11256,Pharma,64.01,1.48,0.81,0.9
ITM11257,Groceries,13.48,3.77,0.39,0.75
ITM11258,Groceries,141.56,0.87,1.96,0.83
ITM11259,Electronics,157.43,2.53,1.21,0.99
ITM11260,Automotive,16.16,3.54,0.47,0.22
ITM11261,Electronics,121.33,1.7,1.4,0.97
ITM11262,Apparel,158.52,0.83,0.27,0.64
ITM11263,Electronics,81.49,4.81,1.75,0.83
ITM11264,Electronics,92.22,4.61,0.27,0.69
ITM11265,Pharma,78.71,4.67,0.55,0.61
ITM11266,Groceries,69.97,4.9,0.27,0.73
ITM11267,Automotive,103.32,1.33,0.3,0.39
ITM11268,Electronics,41.56,1.21,1.1,0.93
ITM11269,Automotive,93.73,0.65,1.41,0.2
ITM11270,Electronics,188.95,4.51,1.6,0.39
ITM11271,Apparel,15.21,3.89,1.42,0.13
ITM11272,Electronics,41.3,3.35,0.79,0.34
ITM11273,Pharma,157.76,4.67,1.16,0.3
ITM11274,Groceries,35.09,3.09,1.86,0.14
ITM11275,Apparel,61.54,1.08,0.84,0.54
ITM11276,Electronics,96.42,1.3,0.58,0.52
ITM11277,Automotive,189.2,1.09,1.09,0.17
ITM11278,Apparel,44.87,1.88,0.66,0.34
ITM11279,Apparel,185.39,2.21,0.6,0.96
ITM11280,Electronics,146.52,4.09,1.58,0.2
ITM11281,Apparel,137.52,1.36,1.79,0.37
ITM11282,Automotive,147.47,3.76,1.05,0.13
ITM11283,Apparel,15.94,2.71,1.58,0.23
ITM11284,Automotive,28.79,5.0,0.46,0.73
ITM11285,Electronics,73.62,3.99,1.14,0.43
ITM11286,Groceries,24.05,4.86,1.31,0.51
ITM11287,Apparel,197.64,2.04,1.03,0.24
ITM11288,Groceries,120.28,1.05,0.32,0.71
ITM11289,Automotive,102.6,2.78,1.49,0.78
ITM11290,Apparel,159.25,1.06,1.69,0.26
ITM11291,Pharma,195.62,2.72,1.31,0.14
ITM11292,Groceries,191.47,1.71,0.42,0.17
ITM11293,Apparel,160.68,2.71,0.24,0.69
ITM11294,Groceries,81.66,4.77,0.67,0.22
ITM11295,Apparel,22.53,1.8,0.17,0.54
ITM11296,Electronics,28.69,4.97,1.69,0.24
ITM11297,Groceries,10.22,1.53,1.44,0.25
ITM11298,Pharma,10.36,1.44,1.17,0.1
ITM11299,Pharma,187.92,2.95,1.79,0.39
ITM11300,Automotive,186.13,4.29,0.31,0.18
ITM11301,Apparel,136.84,3.87,1.46,0.45
ITM11302,Groceries,148.07,3.76,0.38,0.64
ITM11303,Automotive,107.51,1.77,0.22,0.43
ITM11304,Groceries,55.19,0.6,0.35,0.73
ITM11305,Apparel,183.73,1.23,1.91,0.77
ITM11306,Pharma,62.76,2.07,0.94,0.73
ITM11307,Electronics,150.54,4.87,0.19,0.94
ITM11308,Pharma,56.63,4.64,1.21,0.31
ITM11309,Automotive,175.33,1.4,0.48,0.27
ITM11310,Electronics,133.74,3.77,0.11,0.65
ITM11311,Automotive,132.11,3.11,1.54,0.64
ITM11312,Apparel,28.5,0.72,0.39,0.56
ITM11313,Electronics,89.7,2.17,1.89,0.1
ITM11314,Automotive,109.73,2.69,1.23,0.6
ITM11315,Apparel,65.87,3.5,0.27,0.94
ITM11316,Pharma,177.39,1.83,0.51,0.4
ITM11317,Apparel,169.16,4.7,1.26,0.97
ITM11318,Groceries,103.79,2.53,0.74,0.42
ITM11319,Apparel,74.61,1.62,1.11,0.23
ITM11320,Apparel,162.29,1.92,1.62,0.46
ITM11321,Groceries,47.41,3.88,1.61,0.55
ITM11322,Automotive,23.59,3.38,1.43,0.67
ITM11323,Automotive,18.68,3.84,1.78,0.55
ITM11324,Apparel,17.35,1.82,0.48,0.58
ITM11325,Groceries,102.89,1.97,0.44,0.12
ITM11326,Groceries,58.51,2.29,1.62,0.33
ITM11327,Pharma,141.17,1.35,0.71,0.38
ITM11328,Automotive,134.24,3.61,1.07,0.99
ITM11329,Electronics,112.98,1.98,1.51,0.37
ITM11330,Automotive,77.04,1.97,0.85,0.91
ITM11331,Automotive,171.59,1.71,0.35,0.37
ITM11332,Pharma,144.84,2.54,1.39,0.19
ITM11333,Electronics,61.59,3.97,1.65,0.32
ITM11334,Pharma,105.32,4.26,0.12,0.35
ITM11335,Electronics,39.69,4.12,1.17,0.98
ITM11336,Apparel,72.47,3.3,0.99,0.71
ITM11337,Electronics,199.46,1.76,0.59,0.94
ITM11338,Pharma,52.53,3.81,0.41,0.85
ITM11339,Automotive,142.68,0.68,0.46,0.62
ITM11340,Electronics,55.3,4.09,1.48,0.71
ITM11341,Electronics,188.25,4.01,1.12,0.66
ITM11342,Groceries,68.93,3.52,1.96,0.7
ITM11343,Automotive,75.87,0.94,0.56,0.34
ITM11344,Apparel,122.83,4.99,1.92,0.47
ITM11345,Pharma,121.74,3.9,1.08,0.63
ITM11346,Apparel,120.02,3.81,0.38,0.13
ITM11347,Automotive,118.92,0.79,0.38,0.53
ITM11348,Electronics,69.32,2.29,1.26,0.87
ITM11349,Electronics,92.54,0.89,1.68,0.54
ITM11350,Automotive,122.75,2.12,1.52,0.6
ITM11351,Electronics,137.54,3.07,1.35,0.28
ITM11352,Electronics,58.09,4.45,0.43,0.81
ITM11353,Electronics,143.28,1.77,0.31,0.42
ITM11354,Pharma,185.42,3.31,0.1,0.96
ITM11355,Pharma,154.01,1.24,0.29,0.99
ITM11356,Groceries,26.0,2.09,1.56,0.92
ITM11357,Apparel,99.13,4.76,1.8,0.18
ITM11358,Automotive,92.7,3.86,0.56,0.4
ITM11359,Automotive,73.94,2.96,1.61,0.95
ITM11360,Automotive,103.35,1.63,0.48,0.82
ITM11361,Groceries,93.53,2.21,0.57,0.92
ITM11362,Pharma,11.17,1.21,0.53,0.62
ITM11363,Groceries,54.95,2.09,0.2,0.53
ITM11364,Automotive,50.62,1.18,0.47,0.2
ITM11365,Apparel,76.36,4.08,0.81,0.86
ITM11366,Electronics,43.15,0.86,0.87,0.77
ITM11367,Pharma,22.88,1.35,0.69,0.15
ITM11368,Pharma,47.36,3.61,1.08,0.29
ITM11369,Groceries,172.3,4.56,0.82,0.6
ITM11370,Pharma,161.44,4.84,1.94,0.72
ITM11371,Automotive,94.0,4.26,1.63,0.22
ITM11372,Automotive,176.78,1.45,1.87,0.32
ITM11373,Groceries,54.21,1.79,1.16,0.27
ITM11374,Automotive,121.0,4.42,1.39,0.3
ITM11375,Apparel,37.16,4.5,0.42,0.93
ITM11376,Groceries,168.35,3.38,1.53,0.74
ITM11377,Apparel,34.81,1.91,0.55,0.76
ITM11378,Electronics,16.05,1.51,0.38,0.81
ITM11379,Apparel,61.95,4.34,0.18,0.42
ITM11380,Electronics,181.18,1.42,1.0,0.79
ITM11381,Electronics,34.6,3.48,0.64,0.98
ITM11382,Apparel,72.83,4.86,1.97,0.73
ITM11383,Groceries,70.12,3.67,0.57,0.48
ITM11384,Automotive,162.31,1.66,1.75,0.74
ITM11385,Automotive,90.09,1.77,0.7,0.91
ITM11386,Electronics,126.2,0.92,1.52,0.22
ITM11387,Electronics,86.83,3.59,1.35,0.34
ITM11388,Groceries,114.78,2.83,1.17,0.93
ITM11389,Pharma,21.86,1.43,0.89,0.95
ITM11390,Apparel,81.07,1.52,1.38,0.54
ITM11391,Electronics,172.47,0.54,0.87,0.44
ITM11392,Automotive,141.3,4.9,1.14,0.35
ITM11393,Groceries,196.55,4.23,1.22,0.55
ITM11394,Apparel,159.7,2.27,0.61,0.94
ITM11395,Groceries,95.79,4.76,0.75,0.23
ITM11396,Apparel,138.49,3.55,0.13,0.48
ITM11397,Apparel,157.42,3.88,1.72,0.92
ITM11398,Electronics,61.24,3.56,1.54,0.41
ITM11399,Groceries,21.4,3.91,0.45,0.79
ITM11400,Groceries,87.11,1.27,0.79,0.45
ITM11401,Automotive,37.49,3.03,0.9,0.82
ITM11402,Automotive,62.68,4.32,0.74,0.98
ITM11403,Electronics,189.9,0.59,1.62,0.45
ITM11404,Electronics,170.95,1.06,1.48,0.86
ITM11405,Pharma,122.57,1.61,1.56,0.99
ITM11406,Automotive,86.24,1.83,1.82,0.99
ITM11407,Apparel,60.22,1.32,1.23,0.49
ITM11408,Groceries,118.58,3.31,1.27,0.54
ITM11409,Electronics,111.3,1.82,1.47,0.37
ITM11410,Groceries,158.35,1.21,1.39,0.38
ITM11411,Groceries,186.32,4.58,1.75,0.54
ITM11412,Pharma,72.5,3.63,1.56,0.28
ITM11413,Automotive,49.2,1.61,0.33,0.74
ITM11414,Electronics,86.53,2.12,1.86,0.58
ITM11415,Groceries,93.13,3.83,1.4,0.91
ITM11416,Electronics,17.58,4.06,0.34,0.83
ITM11417,Apparel,173.72,1.29,1.57,0.39
ITM11418,Pharma,199.16,4.71,0.78,0.56
ITM11419,Apparel,185.41,4.03,1.63,0.78
ITM11420,Electronics,173.53,4.36,1.92,0.27
ITM11421,Electronics,198.59,1.15,0.58,0.13
ITM11422,Automotive,182.48,1.15,1.73,0.87
ITM11423,Groceries,140.79,1.87,1.57,0.22
ITM11424,Groceries,41.68,0.79,1.38,0.9
ITM11425,Apparel,39.71,0.91,0.83,0.92
ITM11426,Pharma,19.27,1.14,0.31,0.51
ITM11427,Groceries,88.25,3.71,1.02,0.83
ITM11428,Automotive,163.68,0.64,0.3,0.43
ITM11429,Apparel,103.16,0.87,1.05,0.87
ITM11430,Apparel,79.6,4.75,1.66,0.84
ITM11431,Automotive,30.75,0.88,2.0,0.17
ITM11432,Pharma,19.83,2.92,0.48,0.62
ITM11433,Automotive,85.84,3.39,0.49,0.68
ITM11434,Pharma,28.99,4.81,1.64,0.1
ITM11435,Automotive,29.67,4.55,0.99,0.98
ITM11436,Automotive,85.12,2.48,1.84,0.47
ITM11437,Electronics,105.54,4.74,1.56,0.57
ITM11438,Apparel,45.47,2.45,1.5,0.28
ITM11439,Automotive,140.08,3.51,0.29,0.65
ITM11440,Automotive,89.55,1.67,0.17,0.83
ITM11441,Groceries,27.47,3.36,0.7,0.63
ITM11442,Apparel,131.04,2.92,0.51,0.81
ITM11443,Groceries,77.82,3.23,1.45,0.76
ITM11444,Apparel,19.94,3.57,0.96,0.31
ITM11445,Groceries,190.12,1.28,1.09,0.49
ITM11446,Automotive,118.53,1.86,1.65,0.23
ITM11447,Automotive,100.77,3.81,1.01,0.14
ITM11448,Electronics,173.24,1.24,1.14,0.16
ITM11449,Groceries,187.98,2.05,1.7,0.95
ITM11450,Pharma,51.86,3.5,0.92,0.99
ITM11451,Electronics,163.93,4.72,0.26,0.19
ITM11452,Groceries,167.91,0.84,1.09,0.4
ITM11453,Groceries,20.34,2.82,1.2,0.2
ITM11454,Electronics,145.27,0.87,1.07,0.85
ITM11455,Automotive,21.96,2.21,0.59,0.55
ITM11456,Groceries,122.99,1.29,0.53,0.66
ITM11457,Automotive,137.15,3.42,0.8,0.59
ITM11458,Electronics,79.74,3.91,0.42,0.74
ITM11459,Automotive,177.35,1.61,1.37,0.39
ITM11460,Apparel,162.1,3.71,1.27,0.22
ITM11461,Pharma,185.93,2.51,1.3,0.12
ITM11462,Groceries,69.83,1.78,0.53,0.5
ITM11463,Pharma,14.09,2.86,0.57,0.92
ITM11464,Automotive,164.18,2.21,1.6,0.37
ITM11465,Groceries,52.37,1.53,1.41,0.28
ITM11466,Automotive,98.76,3.91,1.76,0.93
ITM11467,Apparel,165.29,4.09,0.87,0.19
ITM11468,Electronics,51.07,4.1,1.14,0.15
ITM11469,Groceries,69.26,2.22,1.5,0.89
ITM11470,Apparel,93.43,1.26,1.95,0.73
ITM11471,Apparel,61.65,4.28,1.98,0.48
ITM11472,Groceries,97.65,1.98,2.0,0.78
ITM11473,Automotive,11.82,3.87,1.79,0.77
ITM11474,Apparel,50.32,4.18,1.32,0.14
ITM11475,Pharma,168.19,3.96,0.11,0.71
ITM11476,Apparel,88.56,2.25,1.43,0.68
ITM11477,Automotive,130.92,4.72,0.55,0.97
ITM11478,Automotive,54.13,3.47,0.21,0.97
ITM11479,Pharma,133.48,3.09,1.42,0.44
ITM11480,Apparel,200.0,3.64,1.54,0.63
ITM11481,Automotive,123.1,0.7,1.35,0.23
ITM11482,Groceries,129.39,2.26,0.79,0.16
ITM11483,Electronics,31.19,4.47,1.07,0.49
ITM11484,Electronics,86.64,1.22,1.88,0.72
ITM11485,Electronics,173.54,2.36,1.49,0.61
ITM11486,Apparel,168.51,2.32,1.06,0.49
ITM11487,Pharma,109.26,2.1,1.23,0.84
ITM11488,Automotive,181.66,3.03,1.86,0.81
ITM11489,Groceries,37.16,4.98,0.85,0.76
ITM11490,Groceries,135.06,1.65,0.29,0.17
ITM11491,Apparel,57.29,3.67,0.72,0.82
ITM11492,Electronics,132.66,3.91,0.89,0.93
ITM11493,Apparel,26.61,3.13,0.62,0.15
ITM11494,Pharma,189.29,0.94,1.11,0.46
ITM11495,Pharma,159.4,3.08,0.68,0.99
ITM11496,Automotive,48.18,4.79,0.3,0.64
ITM11497,Automotive,131.08,2.04,0.46,0.56
ITM11498,Pharma,154.24,3.38,1.84,0.26
ITM11499,Pharma,49.79,4.82,1.3,0.61
ITM11500,Pharma,27.73,4.09,0.7,0.5
ITM11501,Apparel,76.84,3.6,0.8,0.21
ITM11502,Pharma,35.79,4.87,1.04,0.52
ITM11503,Groceries,117.49,1.27,1.38,0.25
ITM11504,Electronics,90.58,3.98,1.21,0.76
ITM11505,Pharma,97.86,2.33,1.87,0.98
ITM11506,Electronics,113.14,2.12,1.29,0.52
ITM11507,Apparel,196.59,2.84,1.83,0.67
ITM11508,Electronics,160.6,0.65,0.11,0.49
ITM11509,Apparel,129.6,1.91,1.79,0.22
ITM11510,Groceries,79.1,1.25,1.47,0.97
ITM11511,Apparel,15.14,1.12,0.43,0.22
ITM11512,Apparel,32.14,2.02,0.6,0.2
ITM11513,Automotive,148.86,4.11,1.13,0.51
ITM11514,Pharma,80.15,1.4,0.34,0.69
ITM11515,Pharma,73.54,2.89,1.59,0.42
ITM11516,Groceries,178.91,3.87,1.6,0.27
ITM11517,Groceries,102.06,1.58,0.67,0.84
ITM11518,Pharma,180.92,4.66,0.23,0.43
ITM11519,Automotive,178.46,4.4,1.98,0.27
ITM11520,Pharma,25.23,1.63,0.58,0.43
ITM11521,Automotive,189.62,4.95,0.23,0.29
ITM11522,Groceries,24.62,3.51,0.73,0.57
ITM11523,Electronics,193.07,1.79,1.94,0.7
ITM11524,Groceries,96.0,3.56,1.61,0.82
ITM11525,Groceries,154.56,3.5,1.01,0.3
ITM11526,Apparel,144.17,3.23,0.68,0.25
ITM11527,Apparel,108.51,3.7,0.9,0.12
ITM11528,Apparel,127.7,1.71,0.13,0.31
ITM11529,Apparel,190.48,4.91,1.46,0.12
ITM11530,Automotive,186.2,4.36,0.29,0.41
ITM11531,Pharma,134.32,3.86,1.09,0.23
ITM11532,Electronics,134.97,0.62,1.18,0.62
ITM11533,Groceries,56.92,3.16,0.1,0.45
ITM11534,Automotive,167.44,3.68,1.96,0.18
ITM11535,Electronics,130.19,4.34,0.67,0.46
ITM11536,Automotive,166.99,4.76,0.25,0.29
ITM11537,Automotive,134.99,4.62,1.72,0.71
ITM11538,Groceries,66.87,2.33,0.39,0.43
ITM11539,Pharma,46.0,4.53,0.15,0.23
ITM11540,Apparel,24.62,0.5,1.04,0.41
ITM11541,Pharma,121.34,2.08,0.35,0.3
ITM11542,Groceries,63.97,1.01,1.97,0.82
ITM11543,Groceries,129.8,4.47,0.12,0.99
ITM11544,Groceries,21.14,4.68,0.2,0.12
ITM11545,Electronics,81.38,1.65,1.68,0.72
ITM11546,Pharma,59.51,2.15,0.56,0.34
